t,v
0.0004372,0.0591027
0.0004373,0.0591573
0.0004374,0.0592115
0.0004375,0.0592654
0.0004376,0.0593191
0.0004377,0.0593724
0.0004378,0.0594254
0.0004379,0.059478
0.000438,0.0595304
0.0004381,0.0595825
0.0004382,0.0596342
0.0004383,0.0596857
0.0004384,0.0597368
0.0004385,0.0597876
0.0004386,0.0598381
0.0004387,0.0598883
0.0004388,0.0599381
0.0004389,0.0599877
0.000439,0.060037
0.0004391,0.0600859
0.0004392,0.0601345
0.0004393,0.0601828
0.0004394,0.0602308
0.0004395,0.0602785
0.0004396,0.0603259
0.0004397,0.060373
0.0004398,0.0604198
0.0004399,0.0604662
0.00044,0.0605124
0.0004401,0.0605582
0.0004402,0.0606038
0.0004403,0.060649
0.0004404,0.0606939
0.0004405,0.0607385
0.0004406,0.0607828
0.0004407,0.0608268
0.0004408,0.0608704
0.0004409,0.0609138
0.000441,0.0609569
0.0004411,0.0609996
0.0004412,0.0610421
0.0004413,0.0610842
0.0004414,0.0611261
0.0004415,0.0611676
0.0004416,0.0612088
0.0004417,0.0612497
0.0004418,0.0612903
0.0004419,0.0613306
0.000442,0.0613706
0.0004421,0.0614103
0.0004422,0.0614497
0.0004423,0.0614888
0.0004424,0.0615276
0.0004425,0.061566
0.0004426,0.0616042
0.0004427,0.0616421
0.0004428,0.0616796
0.0004429,0.0617169
0.000443,0.0617538
0.0004431,0.0617905
0.0004432,0.0618268
0.0004433,0.0618628
0.0004434,0.0618986
0.0004435,0.061934
0.0004436,0.0619692
0.0004437,0.062004
0.0004438,0.0620385
0.0004439,0.0620727
0.000444,0.0621067
0.0004441,0.0621403
0.0004442,0.0621736
0.0004443,0.0622066
0.0004444,0.0622393
0.0004445,0.0622718
0.0004446,0.0623039
0.0004447,0.0623357
0.0004448,0.0623672
0.0004449,0.0623984
0.000445,0.0624294
0.0004451,0.06246
0.0004452,0.0624903
0.0004453,0.0625203
0.0004454,0.06255
0.0004455,0.0625795
0.0004456,0.0626086
0.0004457,0.0626374
0.0004458,0.062666
0.0004459,0.0626942
0.000446,0.0627221
0.0004461,0.0627498
0.0004462,0.0627771
0.0004463,0.0628042
0.0004464,0.0628309
0.0004465,0.0628574
0.0004466,0.0628835
0.0004467,0.0629094
0.0004468,0.062935
0.0004469,0.0629602
0.000447,0.0629852
0.0004471,0.0630099
0.0004472,0.0630343
0.0004473,0.0630584
0.0004474,0.0630822
0.0004475,0.0631057
0.0004476,0.0631289
0.0004477,0.0631519
0.0004478,0.0631745
0.0004479,0.0631968
0.000448,0.0632189
0.0004481,0.0632406
0.0004482,0.0632621
0.0004483,0.0632833
0.0004484,0.0633042
0.0004485,0.0633247
0.0004486,0.063345
0.0004487,0.0633651
0.0004488,0.0633848
0.0004489,0.0634042
0.000449,0.0634233
0.0004491,0.0634422
0.0004492,0.0634608
0.0004493,0.063479
0.0004494,0.063497
0.0004495,0.0635147
0.0004496,0.0635321
0.0004497,0.0635492
0.0004498,0.0635661
0.0004499,0.0635826
0.00045,0.0635989
0.0004501,0.0636149
0.0004502,0.0636305
0.0004503,0.0636459
0.0004504,0.0636611
0.0004505,0.0636759
0.0004506,0.0636904
0.0004507,0.0637047
0.0004508,0.0637187
0.0004509,0.0637324
0.000451,0.0637458
0.0004511,0.0637589
0.0004512,0.0637717
0.0004513,0.0637843
0.0004514,0.0637966
0.0004515,0.0638086
0.0004516,0.0638203
0.0004517,0.0638317
0.0004518,0.0638428
0.0004519,0.0638537
0.000452,0.0638643
0.0004521,0.0638746
0.0004522,0.0638846
0.0004523,0.0638943
0.0004524,0.0639038
0.0004525,0.063913
0.0004526,0.0639219
0.0004527,0.0639305
0.0004528,0.0639389
0.0004529,0.0639469
0.000453,0.0639547
0.0004531,0.0639622
0.0004532,0.0639694
0.0004533,0.0639764
0.0004534,0.0639831
0.0004535,0.0639895
0.0004536,0.0639956
0.0004537,0.0640014
0.0004538,0.064007
0.0004539,0.0640123
0.000454,0.0640173
0.0004541,0.0640221
0.0004542,0.0640266
0.0004543,0.0640308
0.0004544,0.0640347
0.0004545,0.0640383
0.0004546,0.0640417
0.0004547,0.0640448
0.0004548,0.0640476
0.0004549,0.0640502
0.000455,0.0640525
0.0004551,0.0640545
0.0004552,0.0640562
0.0004553,0.0640577
0.0004554,0.0640589
0.0004555,0.0640598
0.0004556,0.0640605
0.0004557,0.0640609
0.0004558,0.064061
0.0004559,0.0640609
0.000456,0.0640605
0.0004561,0.0640598
0.0004562,0.0640588
0.0004563,0.0640576
0.0004564,0.0640561
0.0004565,0.0640543
0.0004566,0.0640523
0.0004567,0.06405
0.0004568,0.0640475
0.0004569,0.0640447
0.000457,0.0640416
0.0004571,0.0640382
0.0004572,0.0640346
0.0004573,0.0640307
0.0004574,0.0640266
0.0004575,0.0640222
0.0004576,0.0640175
0.0004577,0.0640125
0.0004578,0.0640073
0.0004579,0.0640019
0.000458,0.0639962
0.0004581,0.0639902
0.0004582,0.0639839
0.0004583,0.0639774
0.0004584,0.0639706
0.0004585,0.0639636
0.0004586,0.0639563
0.0004587,0.0639488
0.0004588,0.0639409
0.0004589,0.0639329
0.000459,0.0639245
0.0004591,0.063916
0.0004592,0.0639071
0.0004593,0.063898
0.0004594,0.0638886
0.0004595,0.063879
0.0004596,0.0638692
0.0004597,0.063859
0.0004598,0.0638486
0.0004599,0.063838
0.00046,0.0638271
0.0004601,0.0638159
0.0004602,0.0638045
0.0004603,0.0637929
0.0004604,0.0637809
0.0004605,0.0637688
0.0004606,0.0637563
0.0004607,0.0637437
0.0004608,0.0637307
0.0004609,0.0637176
0.000461,0.0637041
0.0004611,0.0636904
0.0004612,0.0636765
0.0004613,0.0636623
0.0004614,0.0636479
0.0004615,0.0636332
0.0004616,0.0636183
0.0004617,0.0636031
0.0004618,0.0635876
0.0004619,0.0635719
0.000462,0.063556
0.0004621,0.0635398
0.0004622,0.0635234
0.0004623,0.0635067
0.0004624,0.0634898
0.0004625,0.0634726
0.0004626,0.0634552
0.0004627,0.0634376
0.0004628,0.0634197
0.0004629,0.0634015
0.000463,0.0633831
0.0004631,0.0633645
0.0004632,0.0633456
0.0004633,0.0633265
0.0004634,0.0633071
0.0004635,0.0632875
0.0004636,0.0632676
0.0004637,0.0632475
0.0004638,0.0632272
0.0004639,0.0632066
0.000464,0.0631858
0.0004641,0.0631647
0.0004642,0.0631434
0.0004643,0.0631219
0.0004644,0.0631001
0.0004645,0.0630781
0.0004646,0.0630558
0.0004647,0.0630333
0.0004648,0.0630106
0.0004649,0.0629876
0.000465,0.0629644
0.0004651,0.062941
0.0004652,0.0629173
0.0004653,0.0628934
0.0004654,0.0628692
0.0004655,0.0628448
0.0004656,0.0628202
0.0004657,0.0627954
0.0004658,0.0627703
0.0004659,0.062745
0.000466,0.0627194
0.0004661,0.0626936
0.0004662,0.0626676
0.0004663,0.0626413
0.0004664,0.0626148
0.0004665,0.0625881
0.0004666,0.0625612
0.0004667,0.062534
0.0004668,0.0625066
0.0004669,0.0624789
0.000467,0.0624511
0.0004671,0.062423
0.0004672,0.0623946
0.0004673,0.0623661
0.0004674,0.0623373
0.0004675,0.0623083
0.0004676,0.0622791
0.0004677,0.0622496
0.0004678,0.0622199
0.0004679,0.06219
0.000468,0.0621599
0.0004681,0.0621295
0.0004682,0.0620989
0.0004683,0.0620681
0.0004684,0.062037
0.0004685,0.0620058
0.0004686,0.0619743
0.0004687,0.0619426
0.0004688,0.0619107
0.0004689,0.0618785
0.000469,0.0618461
0.0004691,0.0618135
0.0004692,0.0617807
0.0004693,0.0617477
0.0004694,0.0617144
0.0004695,0.061681
0.0004696,0.0616473
0.0004697,0.0616134
0.0004698,0.0615792
0.0004699,0.0615449
0.00047,0.0615103
0.0004701,0.0614755
0.0004702,0.0614405
0.0004703,0.0614053
0.0004704,0.0613699
0.0004705,0.0613342
0.0004706,0.0612984
0.0004707,0.0612623
0.0004708,0.061226
0.0004709,0.0611895
0.000471,0.0611528
0.0004711,0.0611159
0.0004712,0.0610787
0.0004713,0.0610414
0.0004714,0.0610038
0.0004715,0.060966
0.0004716,0.060928
0.0004717,0.0608898
0.0004718,0.0608514
0.0004719,0.0608128
0.000472,0.060774
0.0004721,0.0607349
0.0004722,0.0606957
0.0004723,0.0606562
0.0004724,0.0606166
0.0004725,0.0605767
0.0004726,0.0605366
0.0004727,0.0604963
0.0004728,0.0604559
0.0004729,0.0604152
0.000473,0.0603743
0.0004731,0.0603332
0.0004732,0.0602919
0.0004733,0.0602503
0.0004734,0.0602086
0.0004735,0.0601667
0.0004736,0.0601246
0.0004737,0.0600823
0.0004738,0.0600397
0.0004739,0.059997
0.000474,0.0599541
0.0004741,0.059911
0.0004742,0.0598676
0.0004743,0.0598241
0.0004744,0.0597804
0.0004745,0.0597365
0.0004746,0.0596923
0.0004747,0.059648
0.0004748,0.0596035
0.0004749,0.0595588
0.000475,0.0595139
0.0004751,0.0594688
0.0004752,0.0594235
0.0004753,0.059378
0.0004754,0.0593323
0.0004755,0.0592864
0.0004756,0.0592403
0.0004757,0.059194
0.0004758,0.0591476
0.0004759,0.0591009
0.000476,0.059054
0.0004761,0.059007
0.0004762,0.0589598
0.0004763,0.0589123
0.0004764,0.0588647
0.0004765,0.0588169
0.0004766,0.0587689
0.0004767,0.0587207
0.0004768,0.0586723
0.0004769,0.0586238
0.000477,0.058575
0.0004771,0.0585261
0.0004772,0.0584769
0.0004773,0.0584276
0.0004774,0.0583781
0.0004775,0.0583284
0.0004776,0.0582785
0.0004777,0.0582285
0.0004778,0.0581782
0.0004779,0.0581278
0.000478,0.0580772
0.0004781,0.0580264
0.0004782,0.0579754
0.0004783,0.0579243
0.0004784,0.0578729
0.0004785,0.0578214
0.0004786,0.0577697
0.0004787,0.0577178
0.0004788,0.0576657
0.0004789,0.0576135
0.000479,0.057561
0.0004791,0.0575084
0.0004792,0.0574557
0.0004793,0.0574027
0.0004794,0.0573496
0.0004795,0.0572962
0.0004796,0.0572427
0.0004797,0.0571891
0.0004798,0.0571352
0.0004799,0.0570812
0.00048,0.057027
0.0004801,0.0569726
0.0004802,0.0569181
0.0004803,0.0568634
0.0004804,0.0568085
0.0004805,0.0567534
0.0004806,0.0566981
0.0004807,0.0566427
0.0004808,0.0565871
0.0004809,0.0565314
0.000481,0.0564755
0.0004811,0.0564194
0.0004812,0.0563631
0.0004813,0.0563067
0.0004814,0.0562501
0.0004815,0.0561933
0.0004816,0.0561363
0.0004817,0.0560792
0.0004818,0.056022
0.0004819,0.0559645
0.000482,0.0559069
0.0004821,0.0558491
0.0004822,0.0557912
0.0004823,0.0557331
0.0004824,0.0556748
0.0004825,0.0556164
0.0004826,0.0555578
0.0004827,0.055499
0.0004828,0.0554401
0.0004829,0.055381
0.000483,0.0553218
0.0004831,0.0552624
0.0004832,0.0552028
0.0004833,0.055143
0.0004834,0.0550832
0.0004835,0.0550231
0.0004836,0.0549629
0.0004837,0.0549025
0.0004838,0.054842
0.0004839,0.0547813
0.000484,0.0547205
0.0004841,0.0546595
0.0004842,0.0545983
0.0004843,0.054537
0.0004844,0.0544755
0.0004845,0.0544139
0.0004846,0.0543521
0.0004847,0.0542902
0.0004848,0.0542281
0.0004849,0.0541659
0.000485,0.0541035
0.0004851,0.0540409
0.0004852,0.0539782
0.0004853,0.0539154
0.0004854,0.0538524
0.0004855,0.0537892
0.0004856,0.0537259
0.0004857,0.0536624
0.0004858,0.0535988
0.0004859,0.0535351
0.000486,0.0534712
0.0004861,0.0534071
0.0004862,0.0533429
0.0004863,0.0532786
0.0004864,0.0532141
0.0004865,0.0531495
0.0004866,0.0530847
0.0004867,0.0530198
0.0004868,0.0529547
0.0004869,0.0528895
0.000487,0.0528241
0.0004871,0.0527586
0.0004872,0.0526929
0.0004873,0.0526272
0.0004874,0.0525612
0.0004875,0.0524951
0.0004876,0.0524289
0.0004877,0.0523626
0.0004878,0.0522961
0.0004879,0.0522294
0.000488,0.0521626
0.0004881,0.0520957
0.0004882,0.0520287
0.0004883,0.0519615
0.0004884,0.0518941
0.0004885,0.0518267
0.0004886,0.0517591
0.0004887,0.0516913
0.0004888,0.0516234
0.0004889,0.0515554
0.000489,0.0514873
0.0004891,0.051419
0.0004892,0.0513506
0.0004893,0.051282
0.0004894,0.0512133
0.0004895,0.0511445
0.0004896,0.0510755
0.0004897,0.0510065
0.0004898,0.0509372
0.0004899,0.0508679
0.00049,0.0507984
0.0004901,0.0507288
0.0004902,0.0506591
0.0004903,0.0505892
0.0004904,0.0505192
0.0004905,0.0504491
0.0004906,0.0503788
0.0004907,0.0503084
0.0004908,0.0502379
0.0004909,0.0501673
0.000491,0.0500965
0.0004911,0.0500257
0.0004912,0.0499546
0.0004913,0.0498835
0.0004914,0.0498122
0.0004915,0.0497409
0.0004916,0.0496693
0.0004917,0.0495977
0.0004918,0.049526
0.0004919,0.0494541
0.000492,0.0493821
0.0004921,0.04931
0.0004922,0.0492377
0.0004923,0.0491654
0.0004924,0.0490929
0.0004925,0.0490203
0.0004926,0.0489476
0.0004927,0.0488747
0.0004928,0.0488018
0.0004929,0.0487287
0.000493,0.0486555
0.0004931,0.0485822
0.0004932,0.0485088
0.0004933,0.0484352
0.0004934,0.0483616
0.0004935,0.0482878
0.0004936,0.0482139
0.0004937,0.0481399
0.0004938,0.0480658
0.0004939,0.0479916
0.000494,0.0479172
0.0004941,0.0478428
0.0004942,0.0477682
0.0004943,0.0476935
0.0004944,0.0476187
0.0004945,0.0475438
0.0004946,0.0474688
0.0004947,0.0473937
0.0004948,0.0473185
0.0004949,0.0472432
0.000495,0.0471677
0.0004951,0.0470922
0.0004952,0.0470165
0.0004953,0.0469407
0.0004954,0.0468649
0.0004955,0.0467889
0.0004956,0.0467128
0.0004957,0.0466366
0.0004958,0.0465603
0.0004959,0.0464839
0.000496,0.0464074
0.0004961,0.0463308
0.0004962,0.0462541
0.0004963,0.0461773
0.0004964,0.0461004
0.0004965,0.0460234
0.0004966,0.0459462
0.0004967,0.045869
0.0004968,0.0457917
0.0004969,0.0457143
0.000497,0.0456368
0.0004971,0.0455592
0.0004972,0.0454814
0.0004973,0.0454036
0.0004974,0.0453257
0.0004975,0.0452477
0.0004976,0.0451696
0.0004977,0.0450914
0.0004978,0.0450131
0.0004979,0.0449347
0.000498,0.0448562
0.0004981,0.0447777
0.0004982,0.044699
0.0004983,0.0446202
0.0004984,0.0445413
0.0004985,0.0444624
0.0004986,0.0443833
0.0004987,0.0443042
0.0004988,0.044225
0.0004989,0.0441457
0.000499,0.0440662
0.0004991,0.0439867
0.0004992,0.0439071
0.0004993,0.0438275
0.0004994,0.0437477
0.0004995,0.0436678
0.0004996,0.0435879
0.0004997,0.0435079
0.0004998,0.0434277
0.0004999,0.0433475
0.0005,0.0432672
0.0005001,0.0431869
0.0005002,0.0431064
0.0005003,0.0430258
0.0005004,0.0429452
0.0005005,0.0428645
0.0005006,0.0427837
0.0005007,0.0427028
0.0005008,0.0426218
0.0005009,0.0425408
0.000501,0.0424597
0.0005011,0.0423785
0.0005012,0.0422972
0.0005013,0.0422158
0.0005014,0.0421343
0.0005015,0.0420528
0.0005016,0.0419712
0.0005017,0.0418895
0.0005018,0.0418077
0.0005019,0.0417259
0.000502,0.041644
0.0005021,0.041562
0.0005022,0.0414799
0.0005023,0.0413977
0.0005024,0.0413155
0.0005025,0.0412332
0.0005026,0.0411508
0.0005027,0.0410684
0.0005028,0.0409858
0.0005029,0.0409032
0.000503,0.0408206
0.0005031,0.0407378
0.0005032,0.040655
0.0005033,0.0405721
0.0005034,0.0404891
0.0005035,0.0404061
0.0005036,0.040323
0.0005037,0.0402398
0.0005038,0.0401566
0.0005039,0.0400733
0.000504,0.0399899
0.0005041,0.0399064
0.0005042,0.0398229
0.0005043,0.0397393
0.0005044,0.0396557
0.0005045,0.039572
0.0005046,0.0394882
0.0005047,0.0394043
0.0005048,0.0393204
0.0005049,0.0392365
0.000505,0.0391524
0.0005051,0.0390683
0.0005052,0.0389841
0.0005053,0.0388999
0.0005054,0.0388156
0.0005055,0.0387312
0.0005056,0.0386468
0.0005057,0.0385623
0.0005058,0.0384778
0.0005059,0.0383932
0.000506,0.0383085
0.0005061,0.0382238
0.0005062,0.038139
0.0005063,0.0380542
0.0005064,0.0379693
0.0005065,0.0378843
0.0005066,0.0377993
0.0005067,0.0377142
0.0005068,0.0376291
0.0005069,0.0375439
0.000507,0.0374587
0.0005071,0.0373734
0.0005072,0.037288
0.0005073,0.0372026
0.0005074,0.0371172
0.0005075,0.0370317
0.0005076,0.0369461
0.0005077,0.0368605
0.0005078,0.0367748
0.0005079,0.0366891
0.000508,0.0366033
0.0005081,0.0365175
0.0005082,0.0364316
0.0005083,0.0363457
0.0005084,0.0362597
0.0005085,0.0361737
0.0005086,0.0360876
0.0005087,0.0360015
0.0005088,0.0359153
0.0005089,0.0358291
0.000509,0.0357428
0.0005091,0.0356565
0.0005092,0.0355701
0.0005093,0.0354837
0.0005094,0.0353973
0.0005095,0.0353108
0.0005096,0.0352242
0.0005097,0.0351376
0.0005098,0.035051
0.0005099,0.0349643
0.00051,0.0348776
0.0005101,0.0347908
0.0005102,0.034704
0.0005103,0.0346172
0.0005104,0.0345303
0.0005105,0.0344434
0.0005106,0.0343564
0.0005107,0.0342694
0.0005108,0.0341823
0.0005109,0.0340953
0.000511,0.0340081
0.0005111,0.033921
0.0005112,0.0338338
0.0005113,0.0337465
0.0005114,0.0336592
0.0005115,0.0335719
0.0005116,0.0334846
0.0005117,0.0333972
0.0005118,0.0333097
0.0005119,0.0332223
0.000512,0.0331348
0.0005121,0.0330473
0.0005122,0.0329597
0.0005123,0.0328721
0.0005124,0.0327845
0.0005125,0.0326968
0.0005126,0.0326091
0.0005127,0.0325214
0.0005128,0.0324336
0.0005129,0.0323458
0.000513,0.032258
0.0005131,0.0321701
0.0005132,0.0320823
0.0005133,0.0319943
0.0005134,0.0319064
0.0005135,0.0318184
0.0005136,0.0317304
0.0005137,0.0316424
0.0005138,0.0315543
0.0005139,0.0314663
0.000514,0.0313781
0.0005141,0.03129
0.0005142,0.0312018
0.0005143,0.0311137
0.0005144,0.0310254
0.0005145,0.0309372
0.0005146,0.0308489
0.0005147,0.0307607
0.0005148,0.0306724
0.0005149,0.030584
0.000515,0.0304957
0.0005151,0.0304073
0.0005152,0.0303189
0.0005153,0.0302305
0.0005154,0.030142
0.0005155,0.0300536
0.0005156,0.0299651
0.0005157,0.0298766
0.0005158,0.029788
0.0005159,0.0296995
0.000516,0.0296109
0.0005161,0.0295224
0.0005162,0.0294338
0.0005163,0.0293451
0.0005164,0.0292565
0.0005165,0.0291679
0.0005166,0.0290792
0.0005167,0.0289905
0.0005168,0.0289018
0.0005169,0.0288131
0.000517,0.0287244
0.0005171,0.0286356
0.0005172,0.0285469
0.0005173,0.0284581
0.0005174,0.0283693
0.0005175,0.0282805
0.0005176,0.0281917
0.0005177,0.0281029
0.0005178,0.028014
0.0005179,0.0279252
0.000518,0.0278363
0.0005181,0.0277475
0.0005182,0.0276586
0.0005183,0.0275697
0.0005184,0.0274808
0.0005185,0.0273919
0.0005186,0.027303
0.0005187,0.0272141
0.0005188,0.0271251
0.0005189,0.0270362
0.000519,0.0269472
0.0005191,0.0268583
0.0005192,0.0267693
0.0005193,0.0266804
0.0005194,0.0265914
0.0005195,0.0265024
0.0005196,0.0264134
0.0005197,0.0263244
0.0005198,0.0262354
0.0005199,0.0261465
0.00052,0.0260575
0.0005201,0.0259685
0.0005202,0.0258795
0.0005203,0.0257904
0.0005204,0.0257014
0.0005205,0.0256124
0.0005206,0.0255234
0.0005207,0.0254344
0.0005208,0.0253454
0.0005209,0.0252564
0.000521,0.0251674
0.0005211,0.0250784
0.0005212,0.0249894
0.0005213,0.0249004
0.0005214,0.0248113
0.0005215,0.0247223
0.0005216,0.0246333
0.0005217,0.0245443
0.0005218,0.0244554
0.0005219,0.0243664
0.000522,0.0242774
0.0005221,0.0241884
0.0005222,0.0240994
0.0005223,0.0240104
0.0005224,0.0239215
0.0005225,0.0238325
0.0005226,0.0237436
0.0005227,0.0236546
0.0005228,0.0235657
0.0005229,0.0234767
0.000523,0.0233878
0.0005231,0.0232989
0.0005232,0.02321
0.0005233,0.0231211
0.0005234,0.0230322
0.0005235,0.0229433
0.0005236,0.0228544
0.0005237,0.0227656
0.0005238,0.0226767
0.0005239,0.0225879
0.000524,0.0224991
0.0005241,0.0224102
0.0005242,0.0223214
0.0005243,0.0222326
0.0005244,0.0221439
0.0005245,0.0220551
0.0005246,0.0219663
0.0005247,0.0218776
0.0005248,0.0217889
0.0005249,0.0217002
0.000525,0.0216115
0.0005251,0.0215228
0.0005252,0.0214341
0.0005253,0.0213455
0.0005254,0.0212569
0.0005255,0.0211682
0.0005256,0.0210796
0.0005257,0.0209911
0.0005258,0.0209025
0.0005259,0.020814
0.000526,0.0207254
0.0005261,0.0206369
0.0005262,0.0205484
0.0005263,0.02046
0.0005264,0.0203715
0.0005265,0.0202831
0.0005266,0.0201947
0.0005267,0.0201063
0.0005268,0.0200179
0.0005269,0.0199296
0.000527,0.0198413
0.0005271,0.019753
0.0005272,0.0196647
0.0005273,0.0195764
0.0005274,0.0194882
0.0005275,0.0194
0.0005276,0.0193118
0.0005277,0.0192236
0.0005278,0.0191355
0.0005279,0.0190474
0.000528,0.0189593
0.0005281,0.0188713
0.0005282,0.0187832
0.0005283,0.0186952
0.0005284,0.0186072
0.0005285,0.0185193
0.0005286,0.0184314
0.0005287,0.0183435
0.0005288,0.0182556
0.0005289,0.0181678
0.000529,0.0180799
0.0005291,0.0179922
0.0005292,0.0179044
0.0005293,0.0178167
0.0005294,0.017729
0.0005295,0.0176413
0.0005296,0.0175537
0.0005297,0.0174661
0.0005298,0.0173785
0.0005299,0.017291
0.00053,0.0172035
0.0005301,0.017116
0.0005302,0.0170286
0.0005303,0.0169412
0.0005304,0.0168538
0.0005305,0.0167664
0.0005306,0.0166791
0.0005307,0.0165919
0.0005308,0.0165046
0.0005309,0.0164174
0.000531,0.0163303
0.0005311,0.0162431
0.0005312,0.016156
0.0005313,0.016069
0.0005314,0.0159819
0.0005315,0.015895
0.0005316,0.015808
0.0005317,0.0157211
0.0005318,0.0156342
0.0005319,0.0155474
0.000532,0.0154606
0.0005321,0.0153738
0.0005322,0.0152871
0.0005323,0.0152004
0.0005324,0.0151138
0.0005325,0.0150272
0.0005326,0.0149406
0.0005327,0.0148541
0.0005328,0.0147676
0.0005329,0.0146812
0.000533,0.0145948
0.0005331,0.0145085
0.0005332,0.0144222
0.0005333,0.0143359
0.0005334,0.0142497
0.0005335,0.0141635
0.0005336,0.0140773
0.0005337,0.0139913
0.0005338,0.0139052
0.0005339,0.0138192
0.000534,0.0137332
0.0005341,0.0136473
0.0005342,0.0135615
0.0005343,0.0134756
0.0005344,0.0133899
0.0005345,0.0133041
0.0005346,0.0132184
0.0005347,0.0131328
0.0005348,0.0130472
0.0005349,0.0129617
0.000535,0.0128762
0.0005351,0.0127907
0.0005352,0.0127053
0.0005353,0.01262
0.0005354,0.0125347
0.0005355,0.0124494
0.0005356,0.0123642
0.0005357,0.0122791
0.0005358,0.012194
0.0005359,0.0121089
0.000536,0.0120239
0.0005361,0.011939
0.0005362,0.0118541
0.0005363,0.0117692
0.0005364,0.0116844
0.0005365,0.0115997
0.0005366,0.011515
0.0005367,0.0114304
0.0005368,0.0113458
0.0005369,0.0112613
0.000537,0.0111768
0.0005371,0.0110924
0.0005372,0.011008
0.0005373,0.0109237
0.0005374,0.0108394
0.0005375,0.0107552
0.0005376,0.0106711
0.0005377,0.010587
0.0005378,0.010503
0.0005379,0.010419
0.000538,0.0103351
0.0005381,0.0102512
0.0005382,0.0101674
0.0005383,0.0100836
0.0005384,0.00999994
0.0005385,0.0099163
0.0005386,0.00983273
0.0005387,0.00974921
0.0005388,0.00966575
0.0005389,0.00958235
0.000539,0.00949901
0.0005391,0.00941574
0.0005392,0.00933252
0.0005393,0.00924936
0.0005394,0.00916626
0.0005395,0.00908322
0.0005396,0.00900024
0.0005397,0.00891733
0.0005398,0.00883447
0.0005399,0.00875168
0.00054,0.00866895
0.0005401,0.00858629
0.0005402,0.00850368
0.0005403,0.00842114
0.0005404,0.00833866
0.0005405,0.00825625
0.0005406,0.0081739
0.0005407,0.00809161
0.0005408,0.00800939
0.0005409,0.00792724
0.000541,0.00784514
0.0005411,0.00776312
0.0005412,0.00768116
0.0005413,0.00759926
0.0005414,0.00751743
0.0005415,0.00743567
0.0005416,0.00735397
0.0005417,0.00727234
0.0005418,0.00719078
0.0005419,0.00710928
0.000542,0.00702786
0.0005421,0.0069465
0.0005422,0.0068652
0.0005423,0.00678398
0.0005424,0.00670283
0.0005425,0.00662174
0.0005426,0.00654072
0.0005427,0.00645978
0.0005428,0.0063789
0.0005429,0.00629809
0.000543,0.00621735
0.0005431,0.00613669
0.0005432,0.00605609
0.0005433,0.00597556
0.0005434,0.00589511
0.0005435,0.00581473
0.0005436,0.00573441
0.0005437,0.00565418
0.0005438,0.00557401
0.0005439,0.00549391
0.000544,0.00541389
0.0005441,0.00533394
0.0005442,0.00525407
0.0005443,0.00517426
0.0005444,0.00509454
0.0005445,0.00501488
0.0005446,0.0049353
0.0005447,0.00485579
0.0005448,0.00477636
0.0005449,0.00469701
0.000545,0.00461773
0.0005451,0.00453852
0.0005452,0.00445939
0.0005453,0.00438034
0.0005454,0.00430136
0.0005455,0.00422246
0.0005456,0.00414363
0.0005457,0.00406488
0.0005458,0.00398621
0.0005459,0.00390762
0.000546,0.0038291
0.0005461,0.00375066
0.0005462,0.0036723
0.0005463,0.00359402
0.0005464,0.00351582
0.0005465,0.00343769
0.0005466,0.00335964
0.0005467,0.00328168
0.0005468,0.00320379
0.0005469,0.00312598
0.000547,0.00304825
0.0005471,0.00297061
0.0005472,0.00289304
0.0005473,0.00281555
0.0005474,0.00273815
0.0005475,0.00266082
0.0005476,0.00258358
0.0005477,0.00250642
0.0005478,0.00242934
0.0005479,0.00235234
0.000548,0.00227542
0.0005481,0.00219859
0.0005482,0.00212184
0.0005483,0.00204517
0.0005484,0.00196859
0.0005485,0.00189208
0.0005486,0.00181567
0.0005487,0.00173933
0.0005488,0.00166308
0.0005489,0.00158692
0.000549,0.00151083
0.0005491,0.00143484
0.0005492,0.00135892
0.0005493,0.0012831
0.0005494,0.00120736
0.0005495,0.0011317
0.0005496,0.00105613
0.0005497,0.000980643
0.0005498,0.000905245
0.0005499,0.000829932
0.00055,0.000754707
0.0005501,0.000679568
0.0005502,0.000604516
0.0005503,0.000529551
0.0005504,0.000454674
0.0005505,0.000379884
0.0005506,0.000305182
0.0005507,0.000230569
0.0005508,0.000156043
0.0005509,8.1606e-05
0.000551,7.25758e-06
0.0005511,-6.70019e-05
0.0005512,-0.000141172
0.0005513,-0.000215254
0.0005514,-0.000289245
0.0005515,-0.000363147
0.0005516,-0.000436959
0.0005517,-0.000510681
0.0005518,-0.000584313
0.0005519,-0.000657854
0.000552,-0.000731304
0.0005521,-0.000804664
0.0005522,-0.000877932
0.0005523,-0.00095111
0.0005524,-0.0010242
0.0005525,-0.00109719
0.0005526,-0.00117009
0.0005527,-0.0012429
0.0005528,-0.00131562
0.0005529,-0.00138824
0.000553,-0.00146078
0.0005531,-0.00153322
0.0005532,-0.00160556
0.0005533,-0.00167782
0.0005534,-0.00174998
0.0005535,-0.00182204
0.0005536,-0.00189401
0.0005537,-0.00196589
0.0005538,-0.00203768
0.0005539,-0.00210937
0.000554,-0.00218096
0.0005541,-0.00225246
0.0005542,-0.00232387
0.0005543,-0.00239518
0.0005544,-0.00246639
0.0005545,-0.00253751
0.0005546,-0.00260854
0.0005547,-0.00267946
0.0005548,-0.0027503
0.0005549,-0.00282103
0.000555,-0.00289167
0.0005551,-0.00296221
