t,v
0.0046584,0.952383
0.0046585,0.952383
0.0046586,0.952383
0.0046587,0.952383
0.0046588,0.952383
0.0046589,0.952383
0.004659,0.952383
0.0046591,0.952383
0.0046592,0.952383
0.0046593,0.952383
0.0046594,0.952383
0.0046595,0.952383
0.0046596,0.952383
0.0046597,0.952383
0.0046598,0.952383
0.0046599,0.952383
0.00466,0.952383
0.0046601,0.952383
0.0046602,0.952383
0.0046603,0.952383
0.0046604,0.952383
0.0046605,0.952383
0.0046606,0.952383
0.0046607,0.952383
0.0046608,0.952383
0.0046609,0.952383
0.004661,0.952383
0.0046611,0.952383
0.0046612,0.952383
0.0046613,0.952383
0.0046614,0.952383
0.0046615,0.952383
0.0046616,0.952383
0.0046617,0.952383
0.0046618,0.952382
0.0046619,0.952382
0.004662,0.952382
0.0046621,0.952382
0.0046622,0.952382
0.0046623,0.952382
0.0046624,0.952382
0.0046625,0.952382
0.0046626,0.952382
0.0046627,0.952382
0.0046628,0.952382
0.0046629,0.952382
0.004663,0.952382
0.0046631,0.952382
0.0046632,0.952382
0.0046633,0.952382
0.0046634,0.952382
0.0046635,0.952382
0.0046636,0.952382
0.0046637,0.952382
0.0046638,0.952382
0.0046639,0.952382
0.004664,0.952382
0.0046641,0.952382
0.0046642,0.952382
0.0046643,0.952382
0.0046644,0.952382
0.0046645,0.952382
0.0046646,0.952382
0.0046647,0.952382
0.0046648,0.952382
0.0046649,0.952382
0.004665,0.952382
0.0046651,0.952382
0.0046652,0.952382
0.0046653,0.952382
0.0046654,0.952382
0.0046655,0.952382
0.0046656,0.952382
0.0046657,0.952382
0.0046658,0.952382
0.0046659,0.952382
0.004666,0.952382
0.0046661,0.952382
0.0046662,0.952382
0.0046663,0.952382
0.0046664,0.952382
0.0046665,0.952382
0.0046666,0.952382
0.0046667,0.952382
0.0046668,0.952382
0.0046669,0.952382
0.004667,0.952382
0.0046671,0.952382
0.0046672,0.952382
0.0046673,0.952382
0.0046674,0.952382
0.0046675,0.952382
0.0046676,0.952382
0.0046677,0.952382
0.0046678,0.952382
0.0046679,0.952382
0.004668,0.952382
0.0046681,0.952382
0.0046682,0.952382
0.0046683,0.952382
0.0046684,0.952382
0.0046685,0.952382
0.0046686,0.952382
0.0046687,0.952382
0.0046688,0.952382
0.0046689,0.952382
0.004669,0.952382
0.0046691,0.952382
0.0046692,0.952382
0.0046693,0.952382
0.0046694,0.952382
0.0046695,0.952382
0.0046696,0.952382
0.0046697,0.952382
0.0046698,0.952382
0.0046699,0.952382
0.00467,0.952382
0.0046701,0.952382
0.0046702,0.952382
0.0046703,0.952382
0.0046704,0.952382
0.0046705,0.952382
0.0046706,0.952382
0.0046707,0.952382
0.0046708,0.952382
0.0046709,0.952382
0.004671,0.952382
0.0046711,0.952382
0.0046712,0.952382
0.0046713,0.952382
0.0046714,0.952382
0.0046715,0.952382
0.0046716,0.952382
0.0046717,0.952382
0.0046718,0.952382
0.0046719,0.952382
0.004672,0.952382
0.0046721,0.952382
0.0046722,0.952382
0.0046723,0.952381
0.0046724,0.952381
0.0046725,0.952381
0.0046726,0.952381
0.0046727,0.952381
0.0046728,0.952381
0.0046729,0.952381
0.004673,0.952381
0.0046731,0.952381
0.0046732,0.952381
0.0046733,0.952381
0.0046734,0.952381
0.0046735,0.952381
0.0046736,0.952381
0.0046737,0.952381
0.0046738,0.952381
0.0046739,0.952381
0.004674,0.952381
0.0046741,0.952381
0.0046742,0.952381
0.0046743,0.952381
0.0046744,0.952381
0.0046745,0.952381
0.0046746,0.952381
0.0046747,0.952381
0.0046748,0.952381
0.0046749,0.952381
0.004675,0.952381
0.0046751,0.952381
0.0046752,0.952381
0.0046753,0.952381
0.0046754,0.952381
0.0046755,0.952381
0.0046756,0.952381
0.0046757,0.952381
0.0046758,0.952381
0.0046759,0.952381
0.004676,0.952381
0.0046761,0.952381
0.0046762,0.952381
0.0046763,0.952381
0.0046764,0.952381
0.0046765,0.952381
0.0046766,0.952381
0.0046767,0.952381
0.0046768,0.952381
0.0046769,0.952381
0.004677,0.952381
0.0046771,0.952381
0.0046772,0.952381
0.0046773,0.952381
0.0046774,0.952381
0.0046775,0.952381
0.0046776,0.952381
0.0046777,0.952381
0.0046778,0.952381
0.0046779,0.952381
0.004678,0.952381
0.0046781,0.952381
0.0046782,0.952381
0.0046783,0.952381
0.0046784,0.952381
0.0046785,0.952381
0.0046786,0.952381
0.0046787,0.952381
0.0046788,0.952381
0.0046789,0.952381
0.004679,0.952381
0.0046791,0.952381
0.0046792,0.952381
0.0046793,0.952381
0.0046794,0.952381
0.0046795,0.952381
0.0046796,0.952381
0.0046797,0.952381
0.0046798,0.952381
0.0046799,0.952381
0.00468,0.952381
0.0046801,0.952381
0.0046802,0.952381
0.0046803,0.952381
0.0046804,0.952381
0.0046805,0.952381
0.0046806,0.952381
0.0046807,0.952381
0.0046808,0.952381
0.0046809,0.952381
0.004681,0.952381
0.0046811,0.952381
0.0046812,0.952381
0.0046813,0.952381
0.0046814,0.952381
0.0046815,0.952381
0.0046816,0.952381
0.0046817,0.952381
0.0046818,0.952381
0.0046819,0.952381
0.004682,0.952381
0.0046821,0.952381
0.0046822,0.952381
0.0046823,0.952381
0.0046824,0.952381
0.0046825,0.952381
0.0046826,0.952381
0.0046827,0.952381
0.0046828,0.952381
0.0046829,0.952381
0.004683,0.952381
0.0046831,0.952381
0.0046832,0.952381
0.0046833,0.952381
0.0046834,0.952381
0.0046835,0.952381
0.0046836,0.952381
0.0046837,0.952381
0.0046838,0.952381
0.0046839,0.952381
0.004684,0.95238
0.0046841,0.95238
0.0046842,0.95238
0.0046843,0.95238
0.0046844,0.95238
0.0046845,0.95238
0.0046846,0.95238
0.0046847,0.95238
0.0046848,0.95238
0.0046849,0.95238
0.004685,0.95238
0.0046851,0.95238
0.0046852,0.95238
0.0046853,0.95238
0.0046854,0.95238
0.0046855,0.95238
0.0046856,0.95238
0.0046857,0.95238
0.0046858,0.95238
0.0046859,0.95238
0.004686,0.95238
0.0046861,0.95238
0.0046862,0.95238
0.0046863,0.95238
0.0046864,0.95238
0.0046865,0.95238
0.0046866,0.95238
0.0046867,0.95238
0.0046868,0.95238
0.0046869,0.95238
0.004687,0.95238
0.0046871,0.95238
0.0046872,0.95238
0.0046873,0.95238
0.0046874,0.95238
0.0046875,0.95238
0.0046876,0.95238
0.0046877,0.95238
0.0046878,0.95238
0.0046879,0.95238
0.004688,0.95238
0.0046881,0.95238
0.0046882,0.95238
0.0046883,0.95238
0.0046884,0.95238
0.0046885,0.95238
0.0046886,0.95238
0.0046887,0.95238
0.0046888,0.95238
0.0046889,0.95238
0.004689,0.95238
0.0046891,0.95238
0.0046892,0.95238
0.0046893,0.95238
0.0046894,0.95238
0.0046895,0.95238
0.0046896,0.95238
0.0046897,0.95238
0.0046898,0.95238
0.0046899,0.95238
0.00469,0.95238
0.0046901,0.95238
0.0046902,0.95238
0.0046903,0.95238
0.0046904,0.95238
0.0046905,0.95238
0.0046906,0.95238
0.0046907,0.95238
0.0046908,0.95238
0.0046909,0.95238
0.004691,0.95238
0.0046911,0.95238
0.0046912,0.95238
0.0046913,0.95238
0.0046914,0.95238
0.0046915,0.95238
0.0046916,0.95238
0.0046917,0.95238
0.0046918,0.95238
0.0046919,0.95238
0.004692,0.95238
0.0046921,0.95238
0.0046922,0.95238
0.0046923,0.95238
0.0046924,0.95238
0.0046925,0.95238
0.0046926,0.95238
0.0046927,0.95238
0.0046928,0.95238
0.0046929,0.95238
0.004693,0.95238
0.0046931,0.95238
0.0046932,0.95238
0.0046933,0.95238
0.0046934,0.95238
0.0046935,0.95238
0.0046936,0.95238
0.0046937,0.95238
0.0046938,0.95238
0.0046939,0.95238
0.004694,0.95238
0.0046941,0.95238
0.0046942,0.95238
0.0046943,0.95238
0.0046944,0.95238
0.0046945,0.95238
0.0046946,0.95238
0.0046947,0.95238
0.0046948,0.95238
0.0046949,0.95238
0.004695,0.95238
0.0046951,0.95238
0.0046952,0.95238
0.0046953,0.95238
0.0046954,0.95238
0.0046955,0.95238
0.0046956,0.95238
0.0046957,0.95238
0.0046958,0.95238
0.0046959,0.95238
0.004696,0.95238
0.0046961,0.95238
0.0046962,0.95238
0.0046963,0.95238
0.0046964,0.95238
0.0046965,0.95238
0.0046966,0.95238
0.0046967,0.95238
0.0046968,0.95238
0.0046969,0.95238
0.004697,0.95238
0.0046971,0.95238
0.0046972,0.95238
0.0046973,0.95238
0.0046974,0.95238
0.0046975,0.95238
0.0046976,0.95238
0.0046977,0.95238
0.0046978,0.95238
0.0046979,0.95238
0.004698,0.95238
0.0046981,0.952379
0.0046982,0.952379
0.0046983,0.952379
0.0046984,0.952379
0.0046985,0.952379
0.0046986,0.952379
0.0046987,0.952379
0.0046988,0.952379
0.0046989,0.952379
0.004699,0.952379
0.0046991,0.952379
0.0046992,0.952379
0.0046993,0.952379
0.0046994,0.952379
0.0046995,0.952379
0.0046996,0.952379
0.0046997,0.952379
0.0046998,0.952379
0.0046999,0.952379
0.0047,0.952379
0.0047001,0.952379
0.0047002,0.952379
0.0047003,0.952379
0.0047004,0.952379
0.0047005,0.952379
0.0047006,0.952379
0.0047007,0.952379
0.0047008,0.952379
0.0047009,0.952379
0.004701,0.952379
0.0047011,0.952379
0.0047012,0.952379
0.0047013,0.952379
0.0047014,0.952379
0.0047015,0.952379
0.0047016,0.952379
0.0047017,0.952379
0.0047018,0.952379
0.0047019,0.952379
0.004702,0.952379
0.0047021,0.952379
0.0047022,0.952379
0.0047023,0.952379
0.0047024,0.952379
0.0047025,0.952379
0.0047026,0.952379
0.0047027,0.952379
0.0047028,0.952379
0.0047029,0.952379
0.004703,0.952379
0.0047031,0.952379
0.0047032,0.952379
0.0047033,0.952379
0.0047034,0.952379
0.0047035,0.952379
0.0047036,0.952379
0.0047037,0.952379
0.0047038,0.952379
0.0047039,0.952379
0.004704,0.952379
0.0047041,0.952379
0.0047042,0.952379
0.0047043,0.952379
0.0047044,0.952379
0.0047045,0.952379
0.0047046,0.952379
0.0047047,0.952379
0.0047048,0.952379
0.0047049,0.952379
0.004705,0.952379
0.0047051,0.952379
0.0047052,0.952379
0.0047053,0.952379
0.0047054,0.952379
0.0047055,0.952379
0.0047056,0.952379
0.0047057,0.952379
0.0047058,0.952379
0.0047059,0.952379
0.004706,0.952379
0.0047061,0.952379
0.0047062,0.952379
0.0047063,0.952379
0.0047064,0.952379
0.0047065,0.952379
0.0047066,0.952379
0.0047067,0.952379
0.0047068,0.952379
0.0047069,0.952379
0.004707,0.952379
0.0047071,0.952379
0.0047072,0.952379
0.0047073,0.952379
0.0047074,0.952379
0.0047075,0.952379
0.0047076,0.952379
0.0047077,0.952379
0.0047078,0.952379
0.0047079,0.952379
0.004708,0.952379
0.0047081,0.952379
0.0047082,0.952379
0.0047083,0.952379
0.0047084,0.952379
0.0047085,0.952379
0.0047086,0.952379
0.0047087,0.952379
0.0047088,0.952379
0.0047089,0.952379
0.004709,0.952379
0.0047091,0.952379
0.0047092,0.952379
0.0047093,0.952379
0.0047094,0.952379
0.0047095,0.952379
0.0047096,0.952379
0.0047097,0.952379
0.0047098,0.952379
0.0047099,0.952379
0.00471,0.952379
0.0047101,0.952379
0.0047102,0.952379
0.0047103,0.952379
0.0047104,0.952379
0.0047105,0.952379
0.0047106,0.952379
0.0047107,0.952379
0.0047108,0.952379
0.0047109,0.952379
0.004711,0.952379
0.0047111,0.952379
0.0047112,0.952379
0.0047113,0.952379
0.0047114,0.952379
0.0047115,0.952379
0.0047116,0.952379
0.0047117,0.952379
0.0047118,0.952379
0.0047119,0.952379
0.004712,0.952379
0.0047121,0.952379
0.0047122,0.952379
0.0047123,0.952379
0.0047124,0.952379
0.0047125,0.952379
0.0047126,0.952379
0.0047127,0.952379
0.0047128,0.952379
0.0047129,0.952379
0.004713,0.952379
0.0047131,0.952379
0.0047132,0.952379
0.0047133,0.952379
0.0047134,0.952379
0.0047135,0.952379
0.0047136,0.952379
0.0047137,0.952379
0.0047138,0.952379
0.0047139,0.952379
0.004714,0.952379
0.0047141,0.952379
0.0047142,0.952379
0.0047143,0.952379
0.0047144,0.952379
0.0047145,0.952379
0.0047146,0.952379
0.0047147,0.952379
0.0047148,0.952379
0.0047149,0.952379
0.004715,0.952379
0.0047151,0.952379
0.0047152,0.952379
0.0047153,0.952379
0.0047154,0.952379
0.0047155,0.952379
0.0047156,0.952379
0.0047157,0.952379
0.0047158,0.952379
0.0047159,0.952379
0.004716,0.952379
0.0047161,0.952379
0.0047162,0.952379
0.0047163,0.952379
0.0047164,0.952379
0.0047165,0.952379
0.0047166,0.952379
0.0047167,0.952379
0.0047168,0.952379
0.0047169,0.952379
0.004717,0.952379
0.0047171,0.952379
0.0047172,0.952379
0.0047173,0.952379
0.0047174,0.952379
0.0047175,0.952379
0.0047176,0.952379
0.0047177,0.952379
0.0047178,0.952379
0.0047179,0.952379
0.004718,0.952379
0.0047181,0.952379
0.0047182,0.952379
0.0047183,0.952379
0.0047184,0.952379
0.0047185,0.952379
0.0047186,0.952379
0.0047187,0.952379
0.0047188,0.952379
0.0047189,0.952379
0.004719,0.952379
0.0047191,0.952379
0.0047192,0.952379
0.0047193,0.952378
0.0047194,0.952378
0.0047195,0.952378
0.0047196,0.952378
0.0047197,0.952378
0.0047198,0.952378
0.0047199,0.952378
0.00472,0.952378
0.0047201,0.952378
0.0047202,0.952378
0.0047203,0.952378
0.0047204,0.952378
0.0047205,0.952378
0.0047206,0.952378
0.0047207,0.952378
0.0047208,0.952378
0.0047209,0.952378
0.004721,0.952378
0.0047211,0.952378
0.0047212,0.952378
0.0047213,0.952378
0.0047214,0.952378
0.0047215,0.952378
0.0047216,0.952378
0.0047217,0.952378
0.0047218,0.952378
0.0047219,0.952378
0.004722,0.952378
0.0047221,0.952378
0.0047222,0.952378
0.0047223,0.952378
0.0047224,0.952378
0.0047225,0.952378
0.0047226,0.952378
0.0047227,0.952378
0.0047228,0.952378
0.0047229,0.952378
0.004723,0.952378
0.0047231,0.952378
0.0047232,0.952378
0.0047233,0.952378
0.0047234,0.952378
0.0047235,0.952378
0.0047236,0.952378
0.0047237,0.952378
0.0047238,0.952378
0.0047239,0.952378
0.004724,0.952378
0.0047241,0.952378
0.0047242,0.952378
0.0047243,0.952378
0.0047244,0.952378
0.0047245,0.952378
0.0047246,0.952378
0.0047247,0.952378
0.0047248,0.952378
0.0047249,0.952378
0.004725,0.952378
0.0047251,0.952378
0.0047252,0.952378
0.0047253,0.952378
0.0047254,0.952378
0.0047255,0.952378
0.0047256,0.952378
0.0047257,0.952378
0.0047258,0.952378
0.0047259,0.952378
0.004726,0.952378
0.0047261,0.952378
0.0047262,0.952378
0.0047263,0.952378
0.0047264,0.952378
0.0047265,0.952378
0.0047266,0.952378
0.0047267,0.952378
0.0047268,0.952378
0.0047269,0.952378
0.004727,0.952378
0.0047271,0.952378
0.0047272,0.952378
0.0047273,0.952378
0.0047274,0.952378
0.0047275,0.952378
0.0047276,0.952378
0.0047277,0.952378
0.0047278,0.952378
0.0047279,0.952378
0.004728,0.952378
0.0047281,0.952378
0.0047282,0.952378
0.0047283,0.952378
0.0047284,0.952378
0.0047285,0.952378
0.0047286,0.952378
0.0047287,0.952378
0.0047288,0.952378
0.0047289,0.952378
0.004729,0.952378
0.0047291,0.952378
0.0047292,0.952378
0.0047293,0.952378
0.0047294,0.952378
0.0047295,0.952378
0.0047296,0.952378
0.0047297,0.952378
0.0047298,0.952378
0.0047299,0.952378
0.00473,0.952378
0.0047301,0.952378
0.0047302,0.952378
0.0047303,0.952378
0.0047304,0.952378
0.0047305,0.952378
0.0047306,0.952378
0.0047307,0.952378
0.0047308,0.952378
0.0047309,0.952378
0.004731,0.952378
0.0047311,0.952378
0.0047312,0.952378
0.0047313,0.952378
0.0047314,0.952378
0.0047315,0.952378
0.0047316,0.952378
0.0047317,0.952378
0.0047318,0.952378
0.0047319,0.952378
0.004732,0.952378
0.0047321,0.952378
0.0047322,0.952378
0.0047323,0.952378
0.0047324,0.952378
0.0047325,0.952378
0.0047326,0.952378
0.0047327,0.952378
0.0047328,0.952378
0.0047329,0.952378
0.004733,0.952378
0.0047331,0.952378
0.0047332,0.952378
0.0047333,0.952378
0.0047334,0.952378
0.0047335,0.952378
0.0047336,0.952378
0.0047337,0.952378
0.0047338,0.952378
0.0047339,0.952378
0.004734,0.952378
0.0047341,0.952378
0.0047342,0.952378
0.0047343,0.952378
0.0047344,0.952378
0.0047345,0.952378
0.0047346,0.952378
0.0047347,0.952378
0.0047348,0.952378
0.0047349,0.952378
0.004735,0.952378
0.0047351,0.952378
0.0047352,0.952378
0.0047353,0.952378
0.0047354,0.952378
0.0047355,0.952378
0.0047356,0.952378
0.0047357,0.952378
0.0047358,0.952378
0.0047359,0.952378
0.004736,0.952378
0.0047361,0.952378
0.0047362,0.952378
0.0047363,0.952378
0.0047364,0.952378
0.0047365,0.952378
0.0047366,0.952378
0.0047367,0.952378
0.0047368,0.952378
0.0047369,0.952378
0.004737,0.952378
0.0047371,0.952378
0.0047372,0.952378
0.0047373,0.952378
0.0047374,0.952378
0.0047375,0.952378
0.0047376,0.952378
0.0047377,0.952378
0.0047378,0.952378
0.0047379,0.952378
0.004738,0.952378
0.0047381,0.952378
0.0047382,0.952378
0.0047383,0.952378
0.0047384,0.952378
0.0047385,0.952378
0.0047386,0.952378
0.0047387,0.952378
0.0047388,0.952378
0.0047389,0.952378
0.004739,0.952378
0.0047391,0.952378
0.0047392,0.952378
0.0047393,0.952378
0.0047394,0.952378
0.0047395,0.952378
0.0047396,0.952378
0.0047397,0.952378
0.0047398,0.952378
0.0047399,0.952378
0.00474,0.952378
0.0047401,0.952378
0.0047402,0.952378
0.0047403,0.952378
0.0047404,0.952378
0.0047405,0.952378
0.0047406,0.952378
0.0047407,0.952378
0.0047408,0.952378
0.0047409,0.952378
0.004741,0.952378
0.0047411,0.952378
0.0047412,0.952378
0.0047413,0.952378
0.0047414,0.952378
0.0047415,0.952378
0.0047416,0.952378
0.0047417,0.952378
0.0047418,0.952378
0.0047419,0.952378
0.004742,0.952378
0.0047421,0.952378
0.0047422,0.952378
0.0047423,0.952378
0.0047424,0.952378
0.0047425,0.952378
0.0047426,0.952378
0.0047427,0.952378
0.0047428,0.952378
0.0047429,0.952378
0.004743,0.952378
0.0047431,0.952378
0.0047432,0.952378
0.0047433,0.952378
0.0047434,0.952378
0.0047435,0.952378
0.0047436,0.952378
0.0047437,0.952378
0.0047438,0.952378
0.0047439,0.952378
0.004744,0.952378
0.0047441,0.952378
0.0047442,0.952378
0.0047443,0.952378
0.0047444,0.952378
0.0047445,0.952378
0.0047446,0.952378
0.0047447,0.952378
0.0047448,0.952378
0.0047449,0.952378
0.004745,0.952378
0.0047451,0.952378
0.0047452,0.952378
0.0047453,0.952378
0.0047454,0.952378
0.0047455,0.952378
0.0047456,0.952378
0.0047457,0.952378
0.0047458,0.952378
0.0047459,0.952378
0.004746,0.952378
0.0047461,0.952378
0.0047462,0.952378
0.0047463,0.952378
0.0047464,0.952378
0.0047465,0.952378
0.0047466,0.952378
0.0047467,0.952378
0.0047468,0.952378
0.0047469,0.952378
0.004747,0.952378
0.0047471,0.952378
0.0047472,0.952378
0.0047473,0.952378
0.0047474,0.952378
0.0047475,0.952378
0.0047476,0.952378
0.0047477,0.952378
0.0047478,0.952378
0.0047479,0.952378
0.004748,0.952378
0.0047481,0.952378
0.0047482,0.952378
0.0047483,0.952378
0.0047484,0.952378
0.0047485,0.952378
0.0047486,0.952378
0.0047487,0.952378
0.0047488,0.952378
0.0047489,0.952378
0.004749,0.952378
0.0047491,0.952378
0.0047492,0.952378
0.0047493,0.952378
0.0047494,0.952378
0.0047495,0.952378
0.0047496,0.952378
0.0047497,0.952378
0.0047498,0.952378
0.0047499,0.952378
0.00475,0.952378
0.0047501,0.952378
0.0047502,0.952378
0.0047503,0.952378
0.0047504,0.952378
0.0047505,0.952378
0.0047506,0.952378
0.0047507,0.952378
0.0047508,0.952378
0.0047509,0.952378
0.004751,0.952378
0.0047511,0.952378
0.0047512,0.952378
0.0047513,0.952378
0.0047514,0.952378
0.0047515,0.952378
0.0047516,0.952378
0.0047517,0.952378
0.0047518,0.952378
0.0047519,0.952378
0.004752,0.952378
0.0047521,0.952378
0.0047522,0.952378
0.0047523,0.952378
0.0047524,0.952378
0.0047525,0.952378
0.0047526,0.952378
0.0047527,0.952378
0.0047528,0.952378
0.0047529,0.952378
0.004753,0.952378
0.0047531,0.952378
0.0047532,0.952378
0.0047533,0.952378
0.0047534,0.952378
0.0047535,0.952378
0.0047536,0.952378
0.0047537,0.952378
0.0047538,0.952378
0.0047539,0.952378
0.004754,0.952378
0.0047541,0.952378
0.0047542,0.952378
0.0047543,0.952378
0.0047544,0.952378
0.0047545,0.952378
0.0047546,0.952378
0.0047547,0.952378
0.0047548,0.952378
0.0047549,0.952378
0.004755,0.952378
0.0047551,0.952378
0.0047552,0.952378
0.0047553,0.952378
0.0047554,0.952378
0.0047555,0.952378
0.0047556,0.952378
0.0047557,0.952378
0.0047558,0.952378
0.0047559,0.952378
0.004756,0.952378
0.0047561,0.952378
0.0047562,0.952378
0.0047563,0.952378
0.0047564,0.952378
0.0047565,0.952378
0.0047566,0.952378
0.0047567,0.952378
0.0047568,0.952378
0.0047569,0.952378
0.004757,0.952378
0.0047571,0.952378
0.0047572,0.952378
0.0047573,0.952378
0.0047574,0.952378
0.0047575,0.952378
0.0047576,0.952378
0.0047577,0.952378
0.0047578,0.952378
0.0047579,0.952378
0.004758,0.952378
0.0047581,0.952378
0.0047582,0.952378
0.0047583,0.952378
0.0047584,0.952378
0.0047585,0.952378
0.0047586,0.952378
0.0047587,0.952378
0.0047588,0.952378
0.0047589,0.952378
0.004759,0.952378
0.0047591,0.952378
0.0047592,0.952378
0.0047593,0.952378
0.0047594,0.952378
0.0047595,0.952378
0.0047596,0.952378
0.0047597,0.952378
0.0047598,0.952378
0.0047599,0.952378
0.00476,0.952378
0.0047601,0.952378
0.0047602,0.952378
0.0047603,0.952378
0.0047604,0.952378
0.0047605,0.952378
0.0047606,0.952378
0.0047607,0.952378
0.0047608,0.952378
0.0047609,0.952378
0.004761,0.952378
0.0047611,0.952378
0.0047612,0.952378
0.0047613,0.952378
0.0047614,0.952378
0.0047615,0.952378
0.0047616,0.952378
0.0047617,0.952378
0.0047618,0.952378
0.0047619,0.952378
0.004762,0.952378
0.0047621,0.952378
0.0047622,0.952378
0.0047623,0.952378
0.0047624,0.952378
0.0047625,0.952378
0.0047626,0.952378
0.0047627,0.952378
0.0047628,0.952378
0.0047629,0.952378
0.004763,0.952378
0.0047631,0.952378
0.0047632,0.952378
0.0047633,0.952378
0.0047634,0.952378
0.0047635,0.952378
0.0047636,0.952378
0.0047637,0.952378
0.0047638,0.952378
0.0047639,0.952378
0.004764,0.952378
0.0047641,0.952378
0.0047642,0.952378
0.0047643,0.952378
0.0047644,0.952378
0.0047645,0.952378
0.0047646,0.952378
0.0047647,0.952378
0.0047648,0.952378
0.0047649,0.952378
0.004765,0.952378
0.0047651,0.952378
0.0047652,0.952378
0.0047653,0.952378
0.0047654,0.952378
0.0047655,0.952378
0.0047656,0.952378
0.0047657,0.952378
0.0047658,0.952378
0.0047659,0.952378
0.004766,0.952378
0.0047661,0.952378
0.0047662,0.952378
0.0047663,0.952378
0.0047664,0.952378
0.0047665,0.952378
0.0047666,0.952378
0.0047667,0.952378
0.0047668,0.952378
0.0047669,0.952378
0.004767,0.952378
0.0047671,0.952378
0.0047672,0.952378
0.0047673,0.952378
0.0047674,0.952378
0.0047675,0.952378
0.0047676,0.952378
0.0047677,0.952378
0.0047678,0.952378
0.0047679,0.952378
0.004768,0.952378
0.0047681,0.952378
0.0047682,0.952378
0.0047683,0.952378
0.0047684,0.952378
0.0047685,0.952378
0.0047686,0.952378
0.0047687,0.952378
0.0047688,0.952378
0.0047689,0.952378
0.004769,0.952378
0.0047691,0.952378
0.0047692,0.952378
0.0047693,0.952378
0.0047694,0.952378
0.0047695,0.952378
0.0047696,0.952378
0.0047697,0.952378
0.0047698,0.952378
0.0047699,0.952378
0.00477,0.952378
0.0047701,0.952378
0.0047702,0.952378
0.0047703,0.952378
0.0047704,0.952379
0.0047705,0.952379
0.0047706,0.952379
0.0047707,0.952379
0.0047708,0.952379
0.0047709,0.952379
0.004771,0.952379
0.0047711,0.952379
0.0047712,0.952379
0.0047713,0.952379
0.0047714,0.952379
0.0047715,0.952379
0.0047716,0.952379
0.0047717,0.952379
0.0047718,0.952379
0.0047719,0.952379
0.004772,0.952379
0.0047721,0.952379
0.0047722,0.952379
0.0047723,0.952379
0.0047724,0.952379
0.0047725,0.952379
0.0047726,0.952379
0.0047727,0.952379
0.0047728,0.952379
0.0047729,0.952379
0.004773,0.952379
0.0047731,0.952379
0.0047732,0.952379
0.0047733,0.952379
0.0047734,0.952379
0.0047735,0.952379
0.0047736,0.952379
0.0047737,0.952379
0.0047738,0.952379
0.0047739,0.952379
0.004774,0.952379
0.0047741,0.952379
0.0047742,0.952379
0.0047743,0.952379
0.0047744,0.952379
0.0047745,0.952379
0.0047746,0.952379
0.0047747,0.952379
0.0047748,0.952379
0.0047749,0.952379
0.004775,0.952379
0.0047751,0.952379
0.0047752,0.952379
0.0047753,0.952379
0.0047754,0.952379
0.0047755,0.952379
0.0047756,0.952379
0.0047757,0.952379
0.0047758,0.952379
0.0047759,0.952379
0.004776,0.952379
0.0047761,0.952379
0.0047762,0.952379
0.0047763,0.952379
0.0047764,0.952379
0.0047765,0.952379
0.0047766,0.952379
0.0047767,0.952379
0.0047768,0.952379
0.0047769,0.952379
0.004777,0.952379
0.0047771,0.952379
0.0047772,0.952379
0.0047773,0.952379
0.0047774,0.952379
0.0047775,0.952379
0.0047776,0.952379
0.0047777,0.952379
0.0047778,0.952379
0.0047779,0.952379
0.004778,0.952379
0.0047781,0.952379
0.0047782,0.952379
0.0047783,0.952379
0.0047784,0.952379
0.0047785,0.952379
0.0047786,0.952379
0.0047787,0.952379
0.0047788,0.952379
0.0047789,0.952379
0.004779,0.952379
0.0047791,0.952379
0.0047792,0.952379
0.0047793,0.952379
0.0047794,0.952379
0.0047795,0.952379
0.0047796,0.952379
0.0047797,0.952379
0.0047798,0.952379
0.0047799,0.952379
0.00478,0.952379
0.0047801,0.952379
0.0047802,0.952379
0.0047803,0.952379
0.0047804,0.952379
0.0047805,0.952379
0.0047806,0.952379
0.0047807,0.952379
0.0047808,0.952379
0.0047809,0.952379
0.004781,0.952379
0.0047811,0.952379
0.0047812,0.952379
0.0047813,0.952379
0.0047814,0.952379
0.0047815,0.952379
0.0047816,0.952379
0.0047817,0.952379
0.0047818,0.952379
0.0047819,0.952379
0.004782,0.952379
0.0047821,0.952379
0.0047822,0.952379
0.0047823,0.952379
0.0047824,0.952379
0.0047825,0.952379
0.0047826,0.952379
0.0047827,0.952379
0.0047828,0.952379
0.0047829,0.952379
0.004783,0.952379
0.0047831,0.952379
0.0047832,0.952379
0.0047833,0.952379
0.0047834,0.952379
0.0047835,0.952379
0.0047836,0.952379
0.0047837,0.952379
0.0047838,0.952379
0.0047839,0.952379
0.004784,0.952379
0.0047841,0.952379
0.0047842,0.952379
0.0047843,0.952379
0.0047844,0.952379
0.0047845,0.952379
0.0047846,0.952379
0.0047847,0.952379
0.0047848,0.952379
0.0047849,0.952379
0.004785,0.952379
0.0047851,0.952379
0.0047852,0.952379
0.0047853,0.952379
0.0047854,0.952379
0.0047855,0.952379
0.0047856,0.952379
0.0047857,0.952379
0.0047858,0.952379
0.0047859,0.952379
0.004786,0.952379
0.0047861,0.952379
0.0047862,0.952379
0.0047863,0.952379
0.0047864,0.952379
0.0047865,0.952379
0.0047866,0.952379
0.0047867,0.952379
