t,v
0.0014258,-0.952541
0.0014259,-0.952541
0.001426,-0.952541
0.0014261,-0.952541
0.0014262,-0.952541
0.0014263,-0.952542
0.0014264,-0.952542
0.0014265,-0.952542
0.0014266,-0.952542
0.0014267,-0.952542
0.0014268,-0.952542
0.0014269,-0.952542
0.001427,-0.952542
0.0014271,-0.952543
0.0014272,-0.952543
0.0014273,-0.952543
0.0014274,-0.952543
0.0014275,-0.952543
0.0014276,-0.952543
0.0014277,-0.952543
0.0014278,-0.952543
0.0014279,-0.952544
0.001428,-0.952544
0.0014281,-0.952544
0.0014282,-0.952544
0.0014283,-0.952544
0.0014284,-0.952544
0.0014285,-0.952544
0.0014286,-0.952544
0.0014287,-0.952544
0.0014288,-0.952545
0.0014289,-0.952545
0.001429,-0.952545
0.0014291,-0.952545
0.0014292,-0.952545
0.0014293,-0.952545
0.0014294,-0.952545
0.0014295,-0.952545
0.0014296,-0.952545
0.0014297,-0.952545
0.0014298,-0.952546
0.0014299,-0.952546
0.00143,-0.952546
0.0014301,-0.952546
0.0014302,-0.952546
0.0014303,-0.952546
0.0014304,-0.952546
0.0014305,-0.952546
0.0014306,-0.952546
0.0014307,-0.952546
0.0014308,-0.952546
0.0014309,-0.952547
0.001431,-0.952547
0.0014311,-0.952547
0.0014312,-0.952547
0.0014313,-0.952547
0.0014314,-0.952547
0.0014315,-0.952547
0.0014316,-0.952547
0.0014317,-0.952547
0.0014318,-0.952547
0.0014319,-0.952547
0.001432,-0.952547
0.0014321,-0.952548
0.0014322,-0.952548
0.0014323,-0.952548
0.0014324,-0.952548
0.0014325,-0.952548
0.0014326,-0.952548
0.0014327,-0.952548
0.0014328,-0.952548
0.0014329,-0.952548
0.001433,-0.952548
0.0014331,-0.952548
0.0014332,-0.952548
0.0014333,-0.952548
0.0014334,-0.952549
0.0014335,-0.952549
0.0014336,-0.952549
0.0014337,-0.952549
0.0014338,-0.952549
0.0014339,-0.952549
0.001434,-0.952549
0.0014341,-0.952549
0.0014342,-0.952549
0.0014343,-0.952549
0.0014344,-0.952549
0.0014345,-0.952549
0.0014346,-0.952549
0.0014347,-0.952549
0.0014348,-0.952549
0.0014349,-0.952549
0.001435,-0.95255
0.0014351,-0.95255
0.0014352,-0.95255
0.0014353,-0.95255
0.0014354,-0.95255
0.0014355,-0.95255
0.0014356,-0.95255
0.0014357,-0.95255
0.0014358,-0.95255
0.0014359,-0.95255
0.001436,-0.95255
0.0014361,-0.95255
0.0014362,-0.95255
0.0014363,-0.95255
0.0014364,-0.95255
0.0014365,-0.95255
0.0014366,-0.95255
0.0014367,-0.95255
0.0014368,-0.95255
0.0014369,-0.95255
0.001437,-0.952551
0.0014371,-0.952551
0.0014372,-0.952551
0.0014373,-0.952551
0.0014374,-0.952551
0.0014375,-0.952551
0.0014376,-0.952551
0.0014377,-0.952551
0.0014378,-0.952551
0.0014379,-0.952551
0.001438,-0.952551
0.0014381,-0.952551
0.0014382,-0.952551
0.0014383,-0.952551
0.0014384,-0.952551
0.0014385,-0.952551
0.0014386,-0.952551
0.0014387,-0.952551
0.0014388,-0.952551
0.0014389,-0.952551
0.001439,-0.952551
0.0014391,-0.952551
0.0014392,-0.952551
0.0014393,-0.952551
0.0014394,-0.952551
0.0014395,-0.952551
0.0014396,-0.952551
0.0014397,-0.952551
0.0014398,-0.952551
0.0014399,-0.952551
0.00144,-0.952551
0.0014401,-0.952551
0.0014402,-0.952551
0.0014403,-0.952551
0.0014404,-0.952551
0.0014405,-0.952551
0.0014406,-0.952552
0.0014407,-0.952552
0.0014408,-0.952552
0.0014409,-0.952552
0.001441,-0.952552
0.0014411,-0.952552
0.0014412,-0.952552
0.0014413,-0.952552
0.0014414,-0.952552
0.0014415,-0.952552
0.0014416,-0.952552
0.0014417,-0.952552
0.0014418,-0.952552
0.0014419,-0.952552
0.001442,-0.952552
0.0014421,-0.952552
0.0014422,-0.952552
0.0014423,-0.952552
0.0014424,-0.952552
0.0014425,-0.952552
0.0014426,-0.952552
0.0014427,-0.952552
0.0014428,-0.952552
0.0014429,-0.952552
0.001443,-0.952552
0.0014431,-0.952552
0.0014432,-0.952552
0.0014433,-0.952552
0.0014434,-0.952552
0.0014435,-0.952552
0.0014436,-0.952552
0.0014437,-0.952552
0.0014438,-0.952552
0.0014439,-0.952552
0.001444,-0.952552
0.0014441,-0.952552
0.0014442,-0.952552
0.0014443,-0.952552
0.0014444,-0.952552
0.0014445,-0.952552
0.0014446,-0.952551
0.0014447,-0.952551
0.0014448,-0.952551
0.0014449,-0.952551
0.001445,-0.952551
0.0014451,-0.952551
0.0014452,-0.952551
0.0014453,-0.952551
0.0014454,-0.952551
0.0014455,-0.952551
0.0014456,-0.952551
0.0014457,-0.952551
0.0014458,-0.952551
0.0014459,-0.952551
0.001446,-0.952551
0.0014461,-0.952551
0.0014462,-0.952551
0.0014463,-0.952551
0.0014464,-0.952551
0.0014465,-0.952551
0.0014466,-0.952551
0.0014467,-0.952551
0.0014468,-0.952551
0.0014469,-0.952551
0.001447,-0.952551
0.0014471,-0.952551
0.0014472,-0.952551
0.0014473,-0.952551
0.0014474,-0.952551
0.0014475,-0.952551
0.0014476,-0.952551
0.0014477,-0.952551
0.0014478,-0.952551
0.0014479,-0.952551
0.001448,-0.952551
0.0014481,-0.952551
0.0014482,-0.952551
0.0014483,-0.95255
0.0014484,-0.95255
0.0014485,-0.95255
0.0014486,-0.95255
0.0014487,-0.95255
0.0014488,-0.95255
0.0014489,-0.95255
0.001449,-0.95255
0.0014491,-0.95255
0.0014492,-0.95255
0.0014493,-0.95255
0.0014494,-0.95255
0.0014495,-0.95255
0.0014496,-0.95255
0.0014497,-0.95255
0.0014498,-0.95255
0.0014499,-0.95255
0.00145,-0.95255
0.0014501,-0.95255
0.0014502,-0.95255
0.0014503,-0.95255
0.0014504,-0.95255
0.0014505,-0.952549
0.0014506,-0.952549
0.0014507,-0.952549
0.0014508,-0.952549
0.0014509,-0.952549
0.001451,-0.952549
0.0014511,-0.952549
0.0014512,-0.952549
0.0014513,-0.952549
0.0014514,-0.952549
0.0014515,-0.952549
0.0014516,-0.952549
0.0014517,-0.952549
0.0014518,-0.952549
0.0014519,-0.952549
0.001452,-0.952549
0.0014521,-0.952549
0.0014522,-0.952548
0.0014523,-0.952548
0.0014524,-0.952548
0.0014525,-0.952548
0.0014526,-0.952548
0.0014527,-0.952548
0.0014528,-0.952548
0.0014529,-0.952548
0.001453,-0.952548
0.0014531,-0.952548
0.0014532,-0.952548
0.0014533,-0.952548
0.0014534,-0.952548
0.0014535,-0.952548
0.0014536,-0.952547
0.0014537,-0.952547
0.0014538,-0.952547
0.0014539,-0.952547
0.001454,-0.952547
0.0014541,-0.952547
0.0014542,-0.952547
0.0014543,-0.952547
0.0014544,-0.952547
0.0014545,-0.952547
0.0014546,-0.952547
0.0014547,-0.952547
0.0014548,-0.952547
0.0014549,-0.952546
0.001455,-0.952546
0.0014551,-0.952546
0.0014552,-0.952546
0.0014553,-0.952546
0.0014554,-0.952546
0.0014555,-0.952546
0.0014556,-0.952546
0.0014557,-0.952546
0.0014558,-0.952546
0.0014559,-0.952546
0.001456,-0.952546
0.0014561,-0.952545
0.0014562,-0.952545
0.0014563,-0.952545
0.0014564,-0.952545
0.0014565,-0.952545
0.0014566,-0.952545
0.0014567,-0.952545
0.0014568,-0.952545
0.0014569,-0.952545
0.001457,-0.952545
0.0014571,-0.952545
0.0014572,-0.952544
0.0014573,-0.952544
0.0014574,-0.952544
0.0014575,-0.952544
0.0014576,-0.952544
0.0014577,-0.952544
0.0014578,-0.952544
0.0014579,-0.952544
0.001458,-0.952544
0.0014581,-0.952544
0.0014582,-0.952543
0.0014583,-0.952543
0.0014584,-0.952543
0.0014585,-0.952543
0.0014586,-0.952543
0.0014587,-0.952543
0.0014588,-0.952543
0.0014589,-0.952543
0.001459,-0.952543
0.0014591,-0.952543
0.0014592,-0.952542
0.0014593,-0.952542
0.0014594,-0.952542
0.0014595,-0.952542
0.0014596,-0.952542
0.0014597,-0.952542
0.0014598,-0.952542
0.0014599,-0.952542
0.00146,-0.952542
0.0014601,-0.952541
0.0014602,-0.952541
0.0014603,-0.952541
0.0014604,-0.952541
0.0014605,-0.952541
0.0014606,-0.952541
0.0014607,-0.952541
0.0014608,-0.952541
0.0014609,-0.952541
0.001461,-0.95254
0.0014611,-0.95254
0.0014612,-0.95254
0.0014613,-0.95254
0.0014614,-0.95254
0.0014615,-0.95254
0.0014616,-0.95254
0.0014617,-0.95254
0.0014618,-0.952539
0.0014619,-0.952539
0.001462,-0.952539
0.0014621,-0.952539
0.0014622,-0.952539
0.0014623,-0.952539
0.0014624,-0.952539
0.0014625,-0.952539
0.0014626,-0.952538
0.0014627,-0.952538
0.0014628,-0.952538
0.0014629,-0.952538
0.001463,-0.952538
0.0014631,-0.952538
0.0014632,-0.952538
0.0014633,-0.952538
0.0014634,-0.952537
0.0014635,-0.952537
0.0014636,-0.952537
0.0014637,-0.952537
0.0014638,-0.952537
0.0014639,-0.952537
0.001464,-0.952537
0.0014641,-0.952537
0.0014642,-0.952536
0.0014643,-0.952536
0.0014644,-0.952536
0.0014645,-0.952536
0.0014646,-0.952536
0.0014647,-0.952536
0.0014648,-0.952536
0.0014649,-0.952536
0.001465,-0.952535
0.0014651,-0.952535
0.0014652,-0.952535
0.0014653,-0.952535
0.0014654,-0.952535
0.0014655,-0.952535
0.0014656,-0.952535
0.0014657,-0.952534
0.0014658,-0.952534
0.0014659,-0.952534
0.001466,-0.952534
0.0014661,-0.952534
0.0014662,-0.952534
0.0014663,-0.952534
0.0014664,-0.952533
0.0014665,-0.952533
0.0014666,-0.952533
0.0014667,-0.952533
0.0014668,-0.952533
0.0014669,-0.952533
0.001467,-0.952533
0.0014671,-0.952532
0.0014672,-0.952532
0.0014673,-0.952532
0.0014674,-0.952532
0.0014675,-0.952532
0.0014676,-0.952532
0.0014677,-0.952532
0.0014678,-0.952531
0.0014679,-0.952531
0.001468,-0.952531
0.0014681,-0.952531
0.0014682,-0.952531
0.0014683,-0.952531
0.0014684,-0.95253
0.0014685,-0.95253
0.0014686,-0.95253
0.0014687,-0.95253
0.0014688,-0.95253
0.0014689,-0.95253
0.001469,-0.95253
0.0014691,-0.952529
0.0014692,-0.952529
0.0014693,-0.952529
0.0014694,-0.952529
0.0014695,-0.952529
0.0014696,-0.952529
0.0014697,-0.952528
0.0014698,-0.952528
0.0014699,-0.952528
0.00147,-0.952528
0.0014701,-0.952528
0.0014702,-0.952528
0.0014703,-0.952527
0.0014704,-0.952527
0.0014705,-0.952527
0.0014706,-0.952527
0.0014707,-0.952527
0.0014708,-0.952527
0.0014709,-0.952527
0.001471,-0.952526
0.0014711,-0.952526
0.0014712,-0.952526
0.0014713,-0.952526
0.0014714,-0.952526
0.0014715,-0.952526
0.0014716,-0.952525
0.0014717,-0.952525
0.0014718,-0.952525
0.0014719,-0.952525
0.001472,-0.952525
0.0014721,-0.952525
0.0014722,-0.952524
0.0014723,-0.952524
0.0014724,-0.952524
0.0014725,-0.952524
0.0014726,-0.952524
0.0014727,-0.952524
0.0014728,-0.952523
0.0014729,-0.952523
0.001473,-0.952523
0.0014731,-0.952523
0.0014732,-0.952523
0.0014733,-0.952522
0.0014734,-0.952522
0.0014735,-0.952522
0.0014736,-0.952522
0.0014737,-0.952522
0.0014738,-0.952522
0.0014739,-0.952521
0.001474,-0.952521
0.0014741,-0.952521
0.0014742,-0.952521
0.0014743,-0.952521
0.0014744,-0.952521
0.0014745,-0.95252
0.0014746,-0.95252
0.0014747,-0.95252
0.0014748,-0.95252
0.0014749,-0.95252
0.001475,-0.95252
0.0014751,-0.952519
0.0014752,-0.952519
0.0014753,-0.952519
0.0014754,-0.952519
0.0014755,-0.952519
0.0014756,-0.952518
0.0014757,-0.952518
0.0014758,-0.952518
0.0014759,-0.952518
0.001476,-0.952518
0.0014761,-0.952518
0.0014762,-0.952517
0.0014763,-0.952517
0.0014764,-0.952517
0.0014765,-0.952517
0.0014766,-0.952517
0.0014767,-0.952516
0.0014768,-0.952516
0.0014769,-0.952516
0.001477,-0.952516
0.0014771,-0.952516
0.0014772,-0.952515
0.0014773,-0.952515
0.0014774,-0.952515
0.0014775,-0.952515
0.0014776,-0.952515
0.0014777,-0.952515
0.0014778,-0.952514
0.0014779,-0.952514
0.001478,-0.952514
0.0014781,-0.952514
0.0014782,-0.952514
0.0014783,-0.952513
0.0014784,-0.952513
0.0014785,-0.952513
0.0014786,-0.952513
0.0014787,-0.952513
0.0014788,-0.952512
0.0014789,-0.952512
0.001479,-0.952512
0.0014791,-0.952512
0.0014792,-0.952512
0.0014793,-0.952511
0.0014794,-0.952511
0.0014795,-0.952511
0.0014796,-0.952511
0.0014797,-0.952511
0.0014798,-0.952511
0.0014799,-0.95251
0.00148,-0.95251
0.0014801,-0.95251
0.0014802,-0.95251
0.0014803,-0.95251
0.0014804,-0.952509
0.0014805,-0.952509
0.0014806,-0.952509
0.0014807,-0.952509
0.0014808,-0.952509
0.0014809,-0.952508
0.001481,-0.952508
0.0014811,-0.952508
0.0014812,-0.952508
0.0014813,-0.952508
0.0014814,-0.952507
0.0014815,-0.952507
0.0014816,-0.952507
0.0014817,-0.952507
0.0014818,-0.952507
0.0014819,-0.952506
0.001482,-0.952506
0.0014821,-0.952506
0.0014822,-0.952506
0.0014823,-0.952506
0.0014824,-0.952505
0.0014825,-0.952505
0.0014826,-0.952505
0.0014827,-0.952505
0.0014828,-0.952505
0.0014829,-0.952504
0.001483,-0.952504
0.0014831,-0.952504
0.0014832,-0.952504
0.0014833,-0.952503
0.0014834,-0.952503
0.0014835,-0.952503
0.0014836,-0.952503
0.0014837,-0.952503
0.0014838,-0.952502
0.0014839,-0.952502
0.001484,-0.952502
0.0014841,-0.952502
0.0014842,-0.952502
0.0014843,-0.952501
0.0014844,-0.952501
0.0014845,-0.952501
0.0014846,-0.952501
0.0014847,-0.952501
0.0014848,-0.9525
0.0014849,-0.9525
0.001485,-0.9525
0.0014851,-0.9525
0.0014852,-0.9525
0.0014853,-0.952499
0.0014854,-0.952499
0.0014855,-0.952499
0.0014856,-0.952499
0.0014857,-0.952498
0.0014858,-0.952498
0.0014859,-0.952498
0.001486,-0.952498
0.0014861,-0.952498
0.0014862,-0.952497
0.0014863,-0.952497
0.0014864,-0.952497
0.0014865,-0.952497
0.0014866,-0.952497
0.0014867,-0.952496
0.0014868,-0.952496
0.0014869,-0.952496
0.001487,-0.952496
0.0014871,-0.952496
0.0014872,-0.952495
0.0014873,-0.952495
0.0014874,-0.952495
0.0014875,-0.952495
0.0014876,-0.952494
0.0014877,-0.952494
0.0014878,-0.952494
0.0014879,-0.952494
0.001488,-0.952494
0.0014881,-0.952493
0.0014882,-0.952493
0.0014883,-0.952493
0.0014884,-0.952493
0.0014885,-0.952492
0.0014886,-0.952492
0.0014887,-0.952492
0.0014888,-0.952492
0.0014889,-0.952492
0.001489,-0.952491
0.0014891,-0.952491
0.0014892,-0.952491
0.0014893,-0.952491
0.0014894,-0.952491
0.0014895,-0.95249
0.0014896,-0.95249
0.0014897,-0.95249
0.0014898,-0.95249
0.0014899,-0.952489
0.00149,-0.952489
0.0014901,-0.952489
0.0014902,-0.952489
0.0014903,-0.952489
0.0014904,-0.952488
0.0014905,-0.952488
0.0014906,-0.952488
0.0014907,-0.952488
0.0014908,-0.952487
0.0014909,-0.952487
0.001491,-0.952487
0.0014911,-0.952487
0.0014912,-0.952487
0.0014913,-0.952486
0.0014914,-0.952486
0.0014915,-0.952486
0.0014916,-0.952486
0.0014917,-0.952485
0.0014918,-0.952485
0.0014919,-0.952485
0.001492,-0.952485
0.0014921,-0.952485
0.0014922,-0.952484
0.0014923,-0.952484
0.0014924,-0.952484
0.0014925,-0.952484
0.0014926,-0.952483
0.0014927,-0.952483
0.0014928,-0.952483
0.0014929,-0.952483
0.001493,-0.952482
0.0014931,-0.952482
0.0014932,-0.952482
0.0014933,-0.952482
0.0014934,-0.952482
0.0014935,-0.952481
0.0014936,-0.952481
0.0014937,-0.952481
0.0014938,-0.952481
0.0014939,-0.95248
0.001494,-0.95248
0.0014941,-0.95248
0.0014942,-0.95248
0.0014943,-0.95248
0.0014944,-0.952479
0.0014945,-0.952479
0.0014946,-0.952479
0.0014947,-0.952479
0.0014948,-0.952478
0.0014949,-0.952478
0.001495,-0.952478
0.0014951,-0.952478
0.0014952,-0.952477
0.0014953,-0.952477
0.0014954,-0.952477
0.0014955,-0.952477
0.0014956,-0.952477
0.0014957,-0.952476
0.0014958,-0.952476
0.0014959,-0.952476
0.001496,-0.952476
0.0014961,-0.952475
0.0014962,-0.952475
0.0014963,-0.952475
0.0014964,-0.952475
0.0014965,-0.952474
0.0014966,-0.952474
0.0014967,-0.952474
0.0014968,-0.952474
0.0014969,-0.952474
0.001497,-0.952473
0.0014971,-0.952473
0.0014972,-0.952473
0.0014973,-0.952473
0.0014974,-0.952472
0.0014975,-0.952472
0.0014976,-0.952472
0.0014977,-0.952472
0.0014978,-0.952471
0.0014979,-0.952471
0.001498,-0.952471
0.0014981,-0.952471
0.0014982,-0.952471
0.0014983,-0.95247
0.0014984,-0.95247
0.0014985,-0.95247
0.0014986,-0.95247
0.0014987,-0.952469
0.0014988,-0.952469
0.0014989,-0.952469
0.001499,-0.952469
0.0014991,-0.952468
0.0014992,-0.952468
0.0014993,-0.952468
0.0014994,-0.952468
0.0014995,-0.952468
0.0014996,-0.952467
0.0014997,-0.952467
0.0014998,-0.952467
0.0014999,-0.952467
0.0015,-0.952466
0.0015001,-0.952466
0.0015002,-0.952466
0.0015003,-0.952466
0.0015004,-0.952465
0.0015005,-0.952465
0.0015006,-0.952465
0.0015007,-0.952465
0.0015008,-0.952464
0.0015009,-0.952464
0.001501,-0.952464
0.0015011,-0.952464
0.0015012,-0.952464
0.0015013,-0.952463
0.0015014,-0.952463
0.0015015,-0.952463
0.0015016,-0.952463
0.0015017,-0.952462
0.0015018,-0.952462
0.0015019,-0.952462
0.001502,-0.952462
0.0015021,-0.952461
0.0015022,-0.952461
0.0015023,-0.952461
0.0015024,-0.952461
0.0015025,-0.95246
0.0015026,-0.95246
0.0015027,-0.95246
0.0015028,-0.95246
0.0015029,-0.95246
0.001503,-0.952459
0.0015031,-0.952459
0.0015032,-0.952459
0.0015033,-0.952459
0.0015034,-0.952458
0.0015035,-0.952458
0.0015036,-0.952458
0.0015037,-0.952458
0.0015038,-0.952457
0.0015039,-0.952457
0.001504,-0.952457
0.0015041,-0.952457
0.0015042,-0.952456
0.0015043,-0.952456
0.0015044,-0.952456
0.0015045,-0.952456
0.0015046,-0.952455
0.0015047,-0.952455
0.0015048,-0.952455
0.0015049,-0.952455
0.001505,-0.952455
0.0015051,-0.952454
0.0015052,-0.952454
0.0015053,-0.952454
0.0015054,-0.952454
0.0015055,-0.952453
0.0015056,-0.952453
0.0015057,-0.952453
0.0015058,-0.952453
0.0015059,-0.952452
0.001506,-0.952452
0.0015061,-0.952452
0.0015062,-0.952452
0.0015063,-0.952451
0.0015064,-0.952451
0.0015065,-0.952451
0.0015066,-0.952451
0.0015067,-0.952451
0.0015068,-0.95245
0.0015069,-0.95245
0.001507,-0.95245
0.0015071,-0.95245
0.0015072,-0.952449
0.0015073,-0.952449
0.0015074,-0.952449
0.0015075,-0.952449
0.0015076,-0.952448
0.0015077,-0.952448
0.0015078,-0.952448
0.0015079,-0.952448
0.001508,-0.952447
0.0015081,-0.952447
0.0015082,-0.952447
0.0015083,-0.952447
0.0015084,-0.952446
0.0015085,-0.952446
0.0015086,-0.952446
0.0015087,-0.952446
0.0015088,-0.952446
0.0015089,-0.952445
0.001509,-0.952445
0.0015091,-0.952445
0.0015092,-0.952445
0.0015093,-0.952444
0.0015094,-0.952444
0.0015095,-0.952444
0.0015096,-0.952444
0.0015097,-0.952443
0.0015098,-0.952443
0.0015099,-0.952443
0.00151,-0.952443
0.0015101,-0.952442
0.0015102,-0.952442
0.0015103,-0.952442
0.0015104,-0.952442
0.0015105,-0.952442
0.0015106,-0.952441
0.0015107,-0.952441
0.0015108,-0.952441
0.0015109,-0.952441
0.001511,-0.95244
0.0015111,-0.95244
0.0015112,-0.95244
0.0015113,-0.95244
0.0015114,-0.952439
0.0015115,-0.952439
0.0015116,-0.952439
0.0015117,-0.952439
0.0015118,-0.952438
0.0015119,-0.952438
0.001512,-0.952438
0.0015121,-0.952438
0.0015122,-0.952437
0.0015123,-0.952437
0.0015124,-0.952437
0.0015125,-0.952437
0.0015126,-0.952437
0.0015127,-0.952436
0.0015128,-0.952436
0.0015129,-0.952436
0.001513,-0.952436
0.0015131,-0.952435
0.0015132,-0.952435
0.0015133,-0.952435
0.0015134,-0.952435
0.0015135,-0.952434
0.0015136,-0.952434
0.0015137,-0.952434
0.0015138,-0.952434
0.0015139,-0.952433
0.001514,-0.952433
0.0015141,-0.952433
0.0015142,-0.952433
0.0015143,-0.952433
0.0015144,-0.952432
0.0015145,-0.952432
0.0015146,-0.952432
0.0015147,-0.952432
0.0015148,-0.952431
0.0015149,-0.952431
0.001515,-0.952431
0.0015151,-0.952431
0.0015152,-0.95243
0.0015153,-0.95243
0.0015154,-0.95243
0.0015155,-0.95243
0.0015156,-0.952429
0.0015157,-0.952429
0.0015158,-0.952429
0.0015159,-0.952429
0.001516,-0.952429
0.0015161,-0.952428
0.0015162,-0.952428
0.0015163,-0.952428
0.0015164,-0.952428
0.0015165,-0.952427
0.0015166,-0.952427
0.0015167,-0.952427
0.0015168,-0.952427
0.0015169,-0.952426
0.001517,-0.952426
0.0015171,-0.952426
0.0015172,-0.952426
0.0015173,-0.952426
0.0015174,-0.952425
0.0015175,-0.952425
0.0015176,-0.952425
0.0015177,-0.952425
0.0015178,-0.952424
0.0015179,-0.952424
0.001518,-0.952424
0.0015181,-0.952424
0.0015182,-0.952423
0.0015183,-0.952423
0.0015184,-0.952423
0.0015185,-0.952423
0.0015186,-0.952423
0.0015187,-0.952422
0.0015188,-0.952422
0.0015189,-0.952422
0.001519,-0.952422
0.0015191,-0.952421
0.0015192,-0.952421
0.0015193,-0.952421
0.0015194,-0.952421
0.0015195,-0.95242
0.0015196,-0.95242
0.0015197,-0.95242
0.0015198,-0.95242
0.0015199,-0.95242
0.00152,-0.952419
0.0015201,-0.952419
0.0015202,-0.952419
0.0015203,-0.952419
0.0015204,-0.952418
0.0015205,-0.952418
0.0015206,-0.952418
0.0015207,-0.952418
0.0015208,-0.952417
0.0015209,-0.952417
0.001521,-0.952417
0.0015211,-0.952417
0.0015212,-0.952417
0.0015213,-0.952416
0.0015214,-0.952416
0.0015215,-0.952416
0.0015216,-0.952416
0.0015217,-0.952415
0.0015218,-0.952415
0.0015219,-0.952415
0.001522,-0.952415
0.0015221,-0.952414
0.0015222,-0.952414
0.0015223,-0.952414
0.0015224,-0.952414
0.0015225,-0.952414
0.0015226,-0.952413
0.0015227,-0.952413
0.0015228,-0.952413
0.0015229,-0.952413
0.001523,-0.952412
0.0015231,-0.952412
0.0015232,-0.952412
0.0015233,-0.952412
0.0015234,-0.952412
0.0015235,-0.952411
0.0015236,-0.952411
0.0015237,-0.952411
0.0015238,-0.952411
0.0015239,-0.95241
0.001524,-0.95241
0.0015241,-0.95241
0.0015242,-0.95241
0.0015243,-0.95241
0.0015244,-0.952409
0.0015245,-0.952409
0.0015246,-0.952409
0.0015247,-0.952409
0.0015248,-0.952408
0.0015249,-0.952408
0.001525,-0.952408
0.0015251,-0.952408
0.0015252,-0.952408
0.0015253,-0.952407
0.0015254,-0.952407
0.0015255,-0.952407
0.0015256,-0.952407
0.0015257,-0.952406
0.0015258,-0.952406
0.0015259,-0.952406
0.001526,-0.952406
0.0015261,-0.952406
0.0015262,-0.952405
0.0015263,-0.952405
0.0015264,-0.952405
0.0015265,-0.952405
0.0015266,-0.952404
0.0015267,-0.952404
0.0015268,-0.952404
0.0015269,-0.952404
0.001527,-0.952404
0.0015271,-0.952403
0.0015272,-0.952403
0.0015273,-0.952403
0.0015274,-0.952403
0.0015275,-0.952402
0.0015276,-0.952402
0.0015277,-0.952402
0.0015278,-0.952402
0.0015279,-0.952402
0.001528,-0.952401
0.0015281,-0.952401
0.0015282,-0.952401
0.0015283,-0.952401
0.0015284,-0.9524
0.0015285,-0.9524
0.0015286,-0.9524
0.0015287,-0.9524
0.0015288,-0.9524
0.0015289,-0.952399
0.001529,-0.952399
0.0015291,-0.952399
0.0015292,-0.952399
0.0015293,-0.952399
0.0015294,-0.952398
0.0015295,-0.952398
0.0015296,-0.952398
0.0015297,-0.952398
0.0015298,-0.952397
0.0015299,-0.952397
0.00153,-0.952397
0.0015301,-0.952397
0.0015302,-0.952397
0.0015303,-0.952396
0.0015304,-0.952396
0.0015305,-0.952396
0.0015306,-0.952396
0.0015307,-0.952396
0.0015308,-0.952395
0.0015309,-0.952395
0.001531,-0.952395
0.0015311,-0.952395
0.0015312,-0.952394
0.0015313,-0.952394
0.0015314,-0.952394
0.0015315,-0.952394
0.0015316,-0.952394
0.0015317,-0.952393
0.0015318,-0.952393
0.0015319,-0.952393
0.001532,-0.952393
0.0015321,-0.952393
0.0015322,-0.952392
0.0015323,-0.952392
0.0015324,-0.952392
0.0015325,-0.952392
0.0015326,-0.952391
0.0015327,-0.952391
0.0015328,-0.952391
0.0015329,-0.952391
0.001533,-0.952391
0.0015331,-0.95239
0.0015332,-0.95239
0.0015333,-0.95239
0.0015334,-0.95239
0.0015335,-0.95239
0.0015336,-0.952389
0.0015337,-0.952389
0.0015338,-0.952389
0.0015339,-0.952389
0.001534,-0.952389
0.0015341,-0.952388
0.0015342,-0.952388
0.0015343,-0.952388
0.0015344,-0.952388
0.0015345,-0.952388
0.0015346,-0.952387
0.0015347,-0.952387
0.0015348,-0.952387
0.0015349,-0.952387
0.001535,-0.952387
0.0015351,-0.952386
0.0015352,-0.952386
0.0015353,-0.952386
0.0015354,-0.952386
0.0015355,-0.952386
0.0015356,-0.952385
0.0015357,-0.952385
0.0015358,-0.952385
0.0015359,-0.952385
0.001536,-0.952384
0.0015361,-0.952384
0.0015362,-0.952384
0.0015363,-0.952384
0.0015364,-0.952384
0.0015365,-0.952383
0.0015366,-0.952383
0.0015367,-0.952383
0.0015368,-0.952383
0.0015369,-0.952383
0.001537,-0.952382
0.0015371,-0.952382
0.0015372,-0.952382
0.0015373,-0.952382
0.0015374,-0.952382
0.0015375,-0.952381
0.0015376,-0.952381
0.0015377,-0.952381
0.0015378,-0.952381
0.0015379,-0.952381
0.001538,-0.95238
0.0015381,-0.95238
0.0015382,-0.95238
0.0015383,-0.95238
0.0015384,-0.95238
0.0015385,-0.95238
0.0015386,-0.952379
0.0015387,-0.952379
0.0015388,-0.952379
0.0015389,-0.952379
0.001539,-0.952379
0.0015391,-0.952378
0.0015392,-0.952378
0.0015393,-0.952378
0.0015394,-0.952378
0.0015395,-0.952378
0.0015396,-0.952377
0.0015397,-0.952377
0.0015398,-0.952377
0.0015399,-0.952377
0.00154,-0.952377
0.0015401,-0.952376
0.0015402,-0.952376
0.0015403,-0.952376
0.0015404,-0.952376
0.0015405,-0.952376
0.0015406,-0.952375
0.0015407,-0.952375
0.0015408,-0.952375
0.0015409,-0.952375
0.001541,-0.952375
0.0015411,-0.952374
0.0015412,-0.952374
0.0015413,-0.952374
0.0015414,-0.952374
0.0015415,-0.952374
0.0015416,-0.952374
0.0015417,-0.952373
0.0015418,-0.952373
0.0015419,-0.952373
0.001542,-0.952373
0.0015421,-0.952373
0.0015422,-0.952372
0.0015423,-0.952372
0.0015424,-0.952372
0.0015425,-0.952372
0.0015426,-0.952372
0.0015427,-0.952371
0.0015428,-0.952371
0.0015429,-0.952371
0.001543,-0.952371
0.0015431,-0.952371
0.0015432,-0.952371
0.0015433,-0.95237
