t,i
0.0010331,-0.0972308
0.0010332,-0.0972307
0.0010333,-0.0972305
0.0010334,-0.0972304
0.0010335,-0.0972303
0.0010336,-0.0972301
0.0010337,-0.0972299
0.0010338,-0.0972298
0.0010339,-0.0972296
0.001034,-0.0972294
0.0010341,-0.0972292
0.0010342,-0.097229
0.0010343,-0.0972288
0.0010344,-0.0972286
0.0010345,-0.0972284
0.0010346,-0.0972282
0.0010347,-0.0972279
0.0010348,-0.0972277
0.0010349,-0.0972274
0.001035,-0.0972271
0.0010351,-0.0972269
0.0010352,-0.0972266
0.0010353,-0.0972263
0.0010354,-0.097226
0.0010355,-0.0972257
0.0010356,-0.0972254
0.0010357,-0.0972251
0.0010358,-0.0972247
0.0010359,-0.0972244
0.001036,-0.0972241
0.0010361,-0.0972237
0.0010362,-0.0972233
0.0010363,-0.097223
0.0010364,-0.0972226
0.0010365,-0.0972222
0.0010366,-0.0972218
0.0010367,-0.0972214
0.0010368,-0.097221
0.0010369,-0.0972206
0.001037,-0.0972202
0.0010371,-0.0972197
0.0010372,-0.0972193
0.0010373,-0.0972189
0.0010374,-0.0972184
0.0010375,-0.0972179
0.0010376,-0.0972175
0.0010377,-0.097217
0.0010378,-0.0972165
0.0010379,-0.097216
0.001038,-0.0972155
0.0010381,-0.097215
0.0010382,-0.0972145
0.0010383,-0.097214
0.0010384,-0.0972134
0.0010385,-0.0972129
0.0010386,-0.0972123
0.0010387,-0.0972118
0.0010388,-0.0972112
0.0010389,-0.0972107
0.001039,-0.0972101
0.0010391,-0.0972095
0.0010392,-0.0972089
0.0010393,-0.0972083
0.0010394,-0.0972077
0.0010395,-0.0972071
0.0010396,-0.0972065
0.0010397,-0.0972058
0.0010398,-0.0972052
0.0010399,-0.0972045
0.00104,-0.0972039
0.0010401,-0.0972032
0.0010402,-0.0972026
0.0010403,-0.0972019
0.0010404,-0.0972012
0.0010405,-0.0972005
0.0010406,-0.0971998
0.0010407,-0.0971991
0.0010408,-0.0971984
0.0010409,-0.0971977
0.001041,-0.097197
0.0010411,-0.0971962
0.0010412,-0.0971955
0.0010413,-0.0971947
0.0010414,-0.097194
0.0010415,-0.0971932
0.0010416,-0.0971924
0.0010417,-0.0971917
0.0010418,-0.0971909
0.0010419,-0.0971901
0.001042,-0.0971893
0.0010421,-0.0971885
0.0010422,-0.0971877
0.0010423,-0.0971868
0.0010424,-0.097186
0.0010425,-0.0971852
0.0010426,-0.0971843
0.0010427,-0.0971835
0.0010428,-0.0971826
0.0010429,-0.0971818
0.001043,-0.0971809
0.0010431,-0.09718
0.0010432,-0.0971791
0.0010433,-0.0971782
0.0010434,-0.0971773
0.0010435,-0.0971764
0.0010436,-0.0971755
0.0010437,-0.0971746
0.0010438,-0.0971737
0.0010439,-0.0971727
0.001044,-0.0971718
0.0010441,-0.0971708
0.0010442,-0.0971699
0.0010443,-0.0971689
0.0010444,-0.0971679
0.0010445,-0.097167
0.0010446,-0.097166
0.0010447,-0.097165
0.0010448,-0.097164
0.0010449,-0.097163
0.001045,-0.097162
0.0010451,-0.0971609
0.0010452,-0.0971599
0.0010453,-0.0971589
0.0010454,-0.0971578
0.0010455,-0.0971568
0.0010456,-0.0971557
0.0010457,-0.0971547
0.0010458,-0.0971536
0.0010459,-0.0971525
0.001046,-0.0971515
0.0010461,-0.0971504
0.0010462,-0.0971493
0.0010463,-0.0971482
0.0010464,-0.0971471
0.0010465,-0.097146
0.0010466,-0.0971448
0.0010467,-0.0971437
0.0010468,-0.0971426
0.0010469,-0.0971414
0.001047,-0.0971403
0.0010471,-0.0971391
0.0010472,-0.097138
0.0010473,-0.0971368
0.0010474,-0.0971356
0.0010475,-0.0971345
0.0010476,-0.0971333
0.0010477,-0.0971321
0.0010478,-0.0971309
0.0010479,-0.0971297
0.001048,-0.0971285
0.0010481,-0.0971272
0.0010482,-0.097126
0.0010483,-0.0971248
0.0010484,-0.0971235
0.0010485,-0.0971223
0.0010486,-0.0971211
0.0010487,-0.0971198
0.0010488,-0.0971185
0.0010489,-0.0971173
0.001049,-0.097116
0.0010491,-0.0971147
0.0010492,-0.0971134
0.0010493,-0.0971121
0.0010494,-0.0971108
0.0010495,-0.0971095
0.0010496,-0.0971082
0.0010497,-0.0971069
0.0010498,-0.0971055
0.0010499,-0.0971042
0.00105,-0.0971029
0.0010501,-0.0971015
0.0010502,-0.0971002
0.0010503,-0.0970988
0.0010504,-0.0970974
0.0010505,-0.0970961
0.0010506,-0.0970947
0.0010507,-0.0970933
0.0010508,-0.0970919
0.0010509,-0.0970905
0.001051,-0.0970891
0.0010511,-0.0970877
0.0010512,-0.0970863
0.0010513,-0.0970849
0.0010514,-0.0970835
0.0010515,-0.097082
0.0010516,-0.0970806
0.0010517,-0.0970791
0.0010518,-0.0970777
0.0010519,-0.0970762
0.001052,-0.0970748
0.0010521,-0.0970733
0.0010522,-0.0970718
0.0010523,-0.0970704
0.0010524,-0.0970689
0.0010525,-0.0970674
0.0010526,-0.0970659
0.0010527,-0.0970644
0.0010528,-0.0970629
0.0010529,-0.0970614
0.001053,-0.0970598
0.0010531,-0.0970583
0.0010532,-0.0970568
0.0010533,-0.0970552
0.0010534,-0.0970537
0.0010535,-0.0970521
0.0010536,-0.0970506
0.0010537,-0.097049
0.0010538,-0.0970475
0.0010539,-0.0970459
0.001054,-0.0970443
0.0010541,-0.0970427
0.0010542,-0.0970411
0.0010543,-0.0970395
0.0010544,-0.0970379
0.0010545,-0.0970363
0.0010546,-0.0970347
0.0010547,-0.0970331
0.0010548,-0.0970315
0.0010549,-0.0970298
0.001055,-0.0970282
0.0010551,-0.0970266
0.0010552,-0.0970249
0.0010553,-0.0970233
0.0010554,-0.0970216
0.0010555,-0.0970199
0.0010556,-0.0970183
0.0010557,-0.0970166
0.0010558,-0.0970149
0.0010559,-0.0970132
0.001056,-0.0970115
0.0010561,-0.0970098
0.0010562,-0.0970081
0.0010563,-0.0970064
0.0010564,-0.0970047
0.0010565,-0.097003
0.0010566,-0.0970013
0.0010567,-0.0969996
0.0010568,-0.0969978
0.0010569,-0.0969961
0.001057,-0.0969943
0.0010571,-0.0969926
0.0010572,-0.0969908
0.0010573,-0.0969891
0.0010574,-0.0969873
0.0010575,-0.0969855
0.0010576,-0.0969838
0.0010577,-0.096982
0.0010578,-0.0969802
0.0010579,-0.0969784
0.001058,-0.0969766
0.0010581,-0.0969748
0.0010582,-0.096973
0.0010583,-0.0969712
0.0010584,-0.0969694
0.0010585,-0.0969676
0.0010586,-0.0969657
0.0010587,-0.0969639
0.0010588,-0.0969621
0.0010589,-0.0969602
0.001059,-0.0969584
0.0010591,-0.0969565
0.0010592,-0.0969547
0.0010593,-0.0969528
0.0010594,-0.0969509
0.0010595,-0.0969491
0.0010596,-0.0969472
0.0010597,-0.0969453
0.0010598,-0.0969434
0.0010599,-0.0969415
0.00106,-0.0969396
0.0010601,-0.0969377
0.0010602,-0.0969358
0.0010603,-0.0969339
0.0010604,-0.096932
0.0010605,-0.0969301
0.0010606,-0.0969282
0.0010607,-0.0969262
0.0010608,-0.0969243
0.0010609,-0.0969223
0.001061,-0.0969204
0.0010611,-0.0969185
0.0010612,-0.0969165
0.0010613,-0.0969145
0.0010614,-0.0969126
0.0010615,-0.0969106
0.0010616,-0.0969086
0.0010617,-0.0969067
0.0010618,-0.0969047
0.0010619,-0.0969027
0.001062,-0.0969007
0.0010621,-0.0968987
0.0010622,-0.0968967
0.0010623,-0.0968947
0.0010624,-0.0968927
0.0010625,-0.0968907
0.0010626,-0.0968886
0.0010627,-0.0968866
0.0010628,-0.0968846
0.0010629,-0.0968826
0.001063,-0.0968805
0.0010631,-0.0968785
0.0010632,-0.0968764
0.0010633,-0.0968744
0.0010634,-0.0968723
0.0010635,-0.0968703
0.0010636,-0.0968682
0.0010637,-0.0968661
0.0010638,-0.0968641
0.0010639,-0.096862
0.001064,-0.0968599
0.0010641,-0.0968578
0.0010642,-0.0968557
0.0010643,-0.0968536
0.0010644,-0.0968515
0.0010645,-0.0968494
0.0010646,-0.0968473
0.0010647,-0.0968452
0.0010648,-0.0968431
0.0010649,-0.096841
0.001065,-0.0968389
0.0010651,-0.0968367
0.0010652,-0.0968346
0.0010653,-0.0968325
0.0010654,-0.0968303
0.0010655,-0.0968282
0.0010656,-0.096826
0.0010657,-0.0968239
0.0010658,-0.0968217
0.0010659,-0.0968196
0.001066,-0.0968174
0.0010661,-0.0968152
0.0010662,-0.0968131
0.0010663,-0.0968109
0.0010664,-0.0968087
0.0010665,-0.0968065
0.0010666,-0.0968043
0.0010667,-0.0968021
0.0010668,-0.0967999
0.0010669,-0.0967977
0.001067,-0.0967955
0.0010671,-0.0967933
0.0010672,-0.0967911
0.0010673,-0.0967889
0.0010674,-0.0967867
0.0010675,-0.0967845
0.0010676,-0.0967822
0.0010677,-0.09678
0.0010678,-0.0967778
0.0010679,-0.0967755
0.001068,-0.0967733
0.0010681,-0.096771
0.0010682,-0.0967688
0.0010683,-0.0967665
0.0010684,-0.0967643
0.0010685,-0.096762
0.0010686,-0.0967597
0.0010687,-0.0967575
0.0010688,-0.0967552
0.0010689,-0.0967529
0.001069,-0.0967506
0.0010691,-0.0967484
0.0010692,-0.0967461
0.0010693,-0.0967438
0.0010694,-0.0967415
0.0010695,-0.0967392
0.0010696,-0.0967369
0.0010697,-0.0967346
0.0010698,-0.0967323
0.0010699,-0.09673
0.00107,-0.0967276
0.0010701,-0.0967253
0.0010702,-0.096723
0.0010703,-0.0967207
0.0010704,-0.0967183
0.0010705,-0.096716
0.0010706,-0.0967137
0.0010707,-0.0967113
0.0010708,-0.096709
0.0010709,-0.0967066
0.001071,-0.0967043
0.0010711,-0.0967019
0.0010712,-0.0966996
0.0010713,-0.0966972
0.0010714,-0.0966949
0.0010715,-0.0966925
0.0010716,-0.0966901
0.0010717,-0.0966878
0.0010718,-0.0966854
0.0010719,-0.096683
0.001072,-0.0966806
0.0010721,-0.0966782
0.0010722,-0.0966758
0.0010723,-0.0966735
0.0010724,-0.0966711
0.0010725,-0.0966687
0.0010726,-0.0966663
0.0010727,-0.0966638
0.0010728,-0.0966614
0.0010729,-0.096659
0.001073,-0.0966566
0.0010731,-0.0966542
0.0010732,-0.0966518
0.0010733,-0.0966494
0.0010734,-0.0966469
0.0010735,-0.0966445
0.0010736,-0.0966421
0.0010737,-0.0966396
0.0010738,-0.0966372
0.0010739,-0.0966348
0.001074,-0.0966323
0.0010741,-0.0966299
0.0010742,-0.0966274
0.0010743,-0.096625
0.0010744,-0.0966225
0.0010745,-0.09662
0.0010746,-0.0966176
0.0010747,-0.0966151
0.0010748,-0.0966126
0.0010749,-0.0966102
0.001075,-0.0966077
0.0010751,-0.0966052
0.0010752,-0.0966028
0.0010753,-0.0966003
0.0010754,-0.0965978
0.0010755,-0.0965953
0.0010756,-0.0965928
0.0010757,-0.0965903
0.0010758,-0.0965878
0.0010759,-0.0965853
0.001076,-0.0965828
0.0010761,-0.0965803
0.0010762,-0.0965778
0.0010763,-0.0965753
0.0010764,-0.0965728
0.0010765,-0.0965703
0.0010766,-0.0965678
0.0010767,-0.0965652
0.0010768,-0.0965627
0.0010769,-0.0965602
0.001077,-0.0965577
0.0010771,-0.0965551
0.0010772,-0.0965526
0.0010773,-0.0965501
0.0010774,-0.0965475
0.0010775,-0.096545
0.0010776,-0.0965425
0.0010777,-0.0965399
0.0010778,-0.0965374
0.0010779,-0.0965348
0.001078,-0.0965323
0.0010781,-0.0965297
0.0010782,-0.0965272
0.0010783,-0.0965246
0.0010784,-0.096522
0.0010785,-0.0965195
0.0010786,-0.0965169
0.0010787,-0.0965144
0.0010788,-0.0965118
0.0010789,-0.0965092
0.001079,-0.0965066
0.0010791,-0.0965041
0.0010792,-0.0965015
0.0010793,-0.0964989
0.0010794,-0.0964963
0.0010795,-0.0964937
0.0010796,-0.0964911
0.0010797,-0.0964886
0.0010798,-0.096486
0.0010799,-0.0964834
0.00108,-0.0964808
0.0010801,-0.0964782
0.0010802,-0.0964756
0.0010803,-0.096473
0.0010804,-0.0964704
0.0010805,-0.0964678
0.0010806,-0.0964652
0.0010807,-0.0964625
0.0010808,-0.0964599
0.0010809,-0.0964573
0.001081,-0.0964547
0.0010811,-0.0964521
0.0010812,-0.0964495
0.0010813,-0.0964468
0.0010814,-0.0964442
0.0010815,-0.0964416
0.0010816,-0.096439
0.0010817,-0.0964363
0.0010818,-0.0964337
0.0010819,-0.0964311
0.001082,-0.0964284
0.0010821,-0.0964258
0.0010822,-0.0964231
0.0010823,-0.0964205
0.0010824,-0.0964179
0.0010825,-0.0964152
0.0010826,-0.0964126
0.0010827,-0.0964099
0.0010828,-0.0964073
0.0010829,-0.0964046
0.001083,-0.096402
0.0010831,-0.0963993
0.0010832,-0.0963967
0.0010833,-0.096394
0.0010834,-0.0963913
0.0010835,-0.0963887
0.0010836,-0.096386
0.0010837,-0.0963833
0.0010838,-0.0963807
0.0010839,-0.096378
0.001084,-0.0963753
0.0010841,-0.0963727
0.0010842,-0.09637
0.0010843,-0.0963673
0.0010844,-0.0963646
0.0010845,-0.096362
0.0010846,-0.0963593
0.0010847,-0.0963566
0.0010848,-0.0963539
0.0010849,-0.0963512
0.001085,-0.0963486
0.0010851,-0.0963459
0.0010852,-0.0963432
0.0010853,-0.0963405
0.0010854,-0.0963378
0.0010855,-0.0963351
0.0010856,-0.0963324
0.0010857,-0.0963297
0.0010858,-0.096327
0.0010859,-0.0963243
0.001086,-0.0963216
0.0010861,-0.0963189
0.0010862,-0.0963162
0.0010863,-0.0963135
0.0010864,-0.0963108
0.0010865,-0.0963081
0.0010866,-0.0963054
0.0010867,-0.0963027
0.0010868,-0.0963
0.0010869,-0.0962973
0.001087,-0.0962946
0.0010871,-0.0962918
0.0010872,-0.0962891
0.0010873,-0.0962864
0.0010874,-0.0962837
0.0010875,-0.096281
0.0010876,-0.0962783
0.0010877,-0.0962755
0.0010878,-0.0962728
0.0010879,-0.0962701
0.001088,-0.0962674
0.0010881,-0.0962646
0.0010882,-0.0962619
0.0010883,-0.0962592
0.0010884,-0.0962565
0.0010885,-0.0962537
0.0010886,-0.096251
0.0010887,-0.0962483
0.0010888,-0.0962455
0.0010889,-0.0962428
0.001089,-0.0962401
0.0010891,-0.0962373
0.0010892,-0.0962346
0.0010893,-0.0962319
0.0010894,-0.0962291
0.0010895,-0.0962264
0.0010896,-0.0962237
0.0010897,-0.0962209
0.0010898,-0.0962182
0.0010899,-0.0962154
0.00109,-0.0962127
0.0010901,-0.0962099
0.0010902,-0.0962072
0.0010903,-0.0962045
0.0010904,-0.0962017
0.0010905,-0.096199
0.0010906,-0.0961962
0.0010907,-0.0961935
0.0010908,-0.0961907
0.0010909,-0.096188
0.001091,-0.0961852
0.0010911,-0.0961825
0.0010912,-0.0961797
0.0010913,-0.096177
0.0010914,-0.0961742
0.0010915,-0.0961715
0.0010916,-0.0961687
0.0010917,-0.096166
0.0010918,-0.0961632
0.0010919,-0.0961604
0.001092,-0.0961577
0.0010921,-0.0961549
0.0010922,-0.0961522
0.0010923,-0.0961494
0.0010924,-0.0961467
0.0010925,-0.0961439
0.0010926,-0.0961411
0.0010927,-0.0961384
0.0010928,-0.0961356
0.0010929,-0.0961329
0.001093,-0.0961301
0.0010931,-0.0961273
0.0010932,-0.0961246
0.0010933,-0.0961218
0.0010934,-0.096119
0.0010935,-0.0961163
0.0010936,-0.0961135
0.0010937,-0.0961108
0.0010938,-0.096108
0.0010939,-0.0961052
0.001094,-0.0961025
0.0010941,-0.0960997
0.0010942,-0.0960969
0.0010943,-0.0960942
0.0010944,-0.0960914
0.0010945,-0.0960886
0.0010946,-0.0960859
0.0010947,-0.0960831
0.0010948,-0.0960803
0.0010949,-0.0960776
0.001095,-0.0960748
0.0010951,-0.096072
0.0010952,-0.0960693
0.0010953,-0.0960665
0.0010954,-0.0960637
0.0010955,-0.0960609
0.0010956,-0.0960582
0.0010957,-0.0960554
0.0010958,-0.0960526
0.0010959,-0.0960499
0.001096,-0.0960471
0.0010961,-0.0960443
0.0010962,-0.0960416
0.0010963,-0.0960388
0.0010964,-0.096036
0.0010965,-0.0960333
0.0010966,-0.0960305
0.0010967,-0.0960277
0.0010968,-0.0960249
0.0010969,-0.0960222
0.001097,-0.0960194
0.0010971,-0.0960166
0.0010972,-0.0960139
0.0010973,-0.0960111
0.0010974,-0.0960083
0.0010975,-0.0960056
0.0010976,-0.0960028
0.0010977,-0.096
0.0010978,-0.0959972
0.0010979,-0.0959945
0.001098,-0.0959917
0.0010981,-0.0959889
0.0010982,-0.0959862
0.0010983,-0.0959834
0.0010984,-0.0959806
0.0010985,-0.0959779
0.0010986,-0.0959751
0.0010987,-0.0959723
0.0010988,-0.0959696
0.0010989,-0.0959668
0.001099,-0.095964
0.0010991,-0.0959613
0.0010992,-0.0959585
0.0010993,-0.0959557
0.0010994,-0.095953
0.0010995,-0.0959502
0.0010996,-0.0959474
0.0010997,-0.0959447
0.0010998,-0.0959419
0.0010999,-0.0959391
0.0011,-0.0959364
0.0011001,-0.0959336
0.0011002,-0.0959308
0.0011003,-0.0959281
0.0011004,-0.0959253
0.0011005,-0.0959226
0.0011006,-0.0959198
0.0011007,-0.095917
0.0011008,-0.0959143
0.0011009,-0.0959115
0.001101,-0.0959088
0.0011011,-0.095906
0.0011012,-0.0959032
0.0011013,-0.0959005
0.0011014,-0.0958977
0.0011015,-0.095895
0.0011016,-0.0958922
0.0011017,-0.0958895
0.0011018,-0.0958867
0.0011019,-0.0958839
0.001102,-0.0958812
0.0011021,-0.0958784
0.0011022,-0.0958757
0.0011023,-0.0958729
0.0011024,-0.0958702
0.0011025,-0.0958674
0.0011026,-0.0958647
0.0011027,-0.0958619
0.0011028,-0.0958592
0.0011029,-0.0958564
0.001103,-0.0958537
0.0011031,-0.0958509
0.0011032,-0.0958482
0.0011033,-0.0958454
0.0011034,-0.0958427
0.0011035,-0.09584
0.0011036,-0.0958372
0.0011037,-0.0958345
0.0011038,-0.0958317
0.0011039,-0.095829
0.001104,-0.0958262
0.0011041,-0.0958235
0.0011042,-0.0958208
0.0011043,-0.095818
0.0011044,-0.0958153
0.0011045,-0.0958126
0.0011046,-0.0958098
0.0011047,-0.0958071
0.0011048,-0.0958043
0.0011049,-0.0958016
0.001105,-0.0957989
0.0011051,-0.0957962
0.0011052,-0.0957934
0.0011053,-0.0957907
0.0011054,-0.095788
0.0011055,-0.0957852
0.0011056,-0.0957825
0.0011057,-0.0957798
0.0011058,-0.0957771
0.0011059,-0.0957743
0.001106,-0.0957716
0.0011061,-0.0957689
0.0011062,-0.0957662
0.0011063,-0.0957635
0.0011064,-0.0957607
0.0011065,-0.095758
0.0011066,-0.0957553
0.0011067,-0.0957526
0.0011068,-0.0957499
0.0011069,-0.0957472
0.001107,-0.0957444
0.0011071,-0.0957417
0.0011072,-0.095739
0.0011073,-0.0957363
0.0011074,-0.0957336
0.0011075,-0.0957309
0.0011076,-0.0957282
0.0011077,-0.0957255
0.0011078,-0.0957228
0.0011079,-0.0957201
0.001108,-0.0957174
0.0011081,-0.0957147
0.0011082,-0.095712
0.0011083,-0.0957093
0.0011084,-0.0957066
0.0011085,-0.0957039
0.0011086,-0.0957012
0.0011087,-0.0956985
0.0011088,-0.0956958
0.0011089,-0.0956931
0.001109,-0.0956905
0.0011091,-0.0956878
0.0011092,-0.0956851
0.0011093,-0.0956824
0.0011094,-0.0956797
0.0011095,-0.095677
0.0011096,-0.0956744
0.0011097,-0.0956717
0.0011098,-0.095669
0.0011099,-0.0956663
0.00111,-0.0956637
0.0011101,-0.095661
0.0011102,-0.0956583
0.0011103,-0.0956556
0.0011104,-0.095653
0.0011105,-0.0956503
0.0011106,-0.0956476
0.0011107,-0.095645
0.0011108,-0.0956423
0.0011109,-0.0956397
0.001111,-0.095637
0.0011111,-0.0956343
0.0011112,-0.0956317
0.0011113,-0.095629
0.0011114,-0.0956264
0.0011115,-0.0956237
0.0011116,-0.0956211
0.0011117,-0.0956184
0.0011118,-0.0956158
0.0011119,-0.0956131
0.001112,-0.0956105
0.0011121,-0.0956078
0.0011122,-0.0956052
0.0011123,-0.0956026
0.0011124,-0.0955999
0.0011125,-0.0955973
0.0011126,-0.0955947
0.0011127,-0.095592
0.0011128,-0.0955894
0.0011129,-0.0955868
0.001113,-0.0955841
0.0011131,-0.0955815
0.0011132,-0.0955789
0.0011133,-0.0955763
0.0011134,-0.0955736
0.0011135,-0.095571
0.0011136,-0.0955684
0.0011137,-0.0955658
0.0011138,-0.0955632
0.0011139,-0.0955606
0.001114,-0.095558
0.0011141,-0.0955553
0.0011142,-0.0955527
0.0011143,-0.0955501
0.0011144,-0.0955475
0.0011145,-0.0955449
0.0011146,-0.0955423
0.0011147,-0.0955397
0.0011148,-0.0955371
0.0011149,-0.0955345
0.001115,-0.095532
0.0011151,-0.0955294
0.0011152,-0.0955268
0.0011153,-0.0955242
0.0011154,-0.0955216
0.0011155,-0.095519
0.0011156,-0.0955164
0.0011157,-0.0955139
0.0011158,-0.0955113
0.0011159,-0.0955087
0.001116,-0.0955061
0.0011161,-0.0955036
0.0011162,-0.095501
0.0011163,-0.0954984
0.0011164,-0.0954959
0.0011165,-0.0954933
0.0011166,-0.0954907
0.0011167,-0.0954882
0.0011168,-0.0954856
0.0011169,-0.0954831
0.001117,-0.0954805
0.0011171,-0.095478
0.0011172,-0.0954754
0.0011173,-0.0954729
0.0011174,-0.0954703
0.0011175,-0.0954678
0.0011176,-0.0954652
0.0011177,-0.0954627
0.0011178,-0.0954602
0.0011179,-0.0954576
0.001118,-0.0954551
0.0011181,-0.0954526
0.0011182,-0.09545
0.0011183,-0.0954475
0.0011184,-0.095445
0.0011185,-0.0954425
0.0011186,-0.0954399
0.0011187,-0.0954374
0.0011188,-0.0954349
0.0011189,-0.0954324
0.001119,-0.0954299
0.0011191,-0.0954274
0.0011192,-0.0954249
0.0011193,-0.0954224
0.0011194,-0.0954199
0.0011195,-0.0954174
0.0011196,-0.0954149
0.0011197,-0.0954124
0.0011198,-0.0954099
0.0011199,-0.0954074
0.00112,-0.0954049
0.0011201,-0.0954024
0.0011202,-0.0953999
0.0011203,-0.0953974
0.0011204,-0.095395
0.0011205,-0.0953925
0.0011206,-0.09539
0.0011207,-0.0953875
0.0011208,-0.0953851
0.0011209,-0.0953826
0.001121,-0.0953801
0.0011211,-0.0953777
0.0011212,-0.0953752
0.0011213,-0.0953728
0.0011214,-0.0953703
0.0011215,-0.0953678
0.0011216,-0.0953654
0.0011217,-0.0953629
0.0011218,-0.0953605
0.0011219,-0.0953581
0.001122,-0.0953556
0.0011221,-0.0953532
0.0011222,-0.0953507
0.0011223,-0.0953483
0.0011224,-0.0953459
0.0011225,-0.0953434
0.0011226,-0.095341
0.0011227,-0.0953386
0.0011228,-0.0953362
0.0011229,-0.0953337
0.001123,-0.0953313
0.0011231,-0.0953289
0.0011232,-0.0953265
0.0011233,-0.0953241
0.0011234,-0.0953217
0.0011235,-0.0953193
0.0011236,-0.0953169
0.0011237,-0.0953145
0.0011238,-0.0953121
0.0011239,-0.0953097
0.001124,-0.0953073
0.0011241,-0.0953049
0.0011242,-0.0953025
0.0011243,-0.0953001
0.0011244,-0.0952978
0.0011245,-0.0952954
0.0011246,-0.095293
0.0011247,-0.0952906
0.0011248,-0.0952883
0.0011249,-0.0952859
0.001125,-0.0952835
0.0011251,-0.0952812
0.0011252,-0.0952788
0.0011253,-0.0952764
0.0011254,-0.0952741
0.0011255,-0.0952717
0.0011256,-0.0952694
0.0011257,-0.095267
0.0011258,-0.0952647
0.0011259,-0.0952624
0.001126,-0.09526
0.0011261,-0.0952577
0.0011262,-0.0952553
0.0011263,-0.095253
0.0011264,-0.0952507
0.0011265,-0.0952484
0.0011266,-0.095246
0.0011267,-0.0952437
0.0011268,-0.0952414
0.0011269,-0.0952391
0.001127,-0.0952368
0.0011271,-0.0952345
0.0011272,-0.0952322
0.0011273,-0.0952299
0.0011274,-0.0952276
0.0011275,-0.0952253
0.0011276,-0.095223
0.0011277,-0.0952207
0.0011278,-0.0952184
0.0011279,-0.0952161
0.001128,-0.0952138
0.0011281,-0.0952115
0.0011282,-0.0952092
0.0011283,-0.095207
0.0011284,-0.0952047
0.0011285,-0.0952024
0.0011286,-0.0952002
0.0011287,-0.0951979
0.0011288,-0.0951956
0.0011289,-0.0951934
0.001129,-0.0951911
0.0011291,-0.0951889
0.0011292,-0.0951866
0.0011293,-0.0951844
0.0011294,-0.0951821
0.0011295,-0.0951799
0.0011296,-0.0951777
0.0011297,-0.0951754
0.0011298,-0.0951732
0.0011299,-0.095171
0.00113,-0.0951687
0.0011301,-0.0951665
0.0011302,-0.0951643
0.0011303,-0.0951621
0.0011304,-0.0951599
0.0011305,-0.0951577
0.0011306,-0.0951554
0.0011307,-0.0951532
0.0011308,-0.095151
0.0011309,-0.0951488
0.001131,-0.0951466
0.0011311,-0.0951444
0.0011312,-0.0951423
0.0011313,-0.0951401
0.0011314,-0.0951379
0.0011315,-0.0951357
0.0011316,-0.0951335
0.0011317,-0.0951314
0.0011318,-0.0951292
0.0011319,-0.095127
0.001132,-0.0951248
0.0011321,-0.0951227
0.0011322,-0.0951205
0.0011323,-0.0951184
0.0011324,-0.0951162
0.0011325,-0.0951141
0.0011326,-0.0951119
0.0011327,-0.0951098
0.0011328,-0.0951076
0.0011329,-0.0951055
0.001133,-0.0951034
0.0011331,-0.0951012
0.0011332,-0.0950991
0.0011333,-0.095097
0.0011334,-0.0950948
0.0011335,-0.0950927
0.0011336,-0.0950906
0.0011337,-0.0950885
0.0011338,-0.0950864
0.0011339,-0.0950843
0.001134,-0.0950822
0.0011341,-0.0950801
0.0011342,-0.095078
0.0011343,-0.0950759
0.0011344,-0.0950738
0.0011345,-0.0950717
0.0011346,-0.0950696
0.0011347,-0.0950675
0.0011348,-0.0950655
0.0011349,-0.0950634
0.001135,-0.0950613
0.0011351,-0.0950593
0.0011352,-0.0950572
0.0011353,-0.0950551
0.0011354,-0.0950531
0.0011355,-0.095051
0.0011356,-0.095049
0.0011357,-0.0950469
0.0011358,-0.0950449
0.0011359,-0.0950428
0.001136,-0.0950408
0.0011361,-0.0950387
0.0011362,-0.0950367
0.0011363,-0.0950347
0.0011364,-0.0950327
0.0011365,-0.0950306
0.0011366,-0.0950286
0.0011367,-0.0950266
0.0011368,-0.0950246
0.0011369,-0.0950226
0.001137,-0.0950206
0.0011371,-0.0950186
0.0011372,-0.0950166
0.0011373,-0.0950146
0.0011374,-0.0950126
0.0011375,-0.0950106
0.0011376,-0.0950086
0.0011377,-0.0950066
0.0011378,-0.0950046
0.0011379,-0.0950027
0.001138,-0.0950007
0.0011381,-0.0949987
0.0011382,-0.0949968
0.0011383,-0.0949948
0.0011384,-0.0949928
0.0011385,-0.0949909
0.0011386,-0.0949889
0.0011387,-0.094987
0.0011388,-0.094985
0.0011389,-0.0949831
0.001139,-0.0949811
0.0011391,-0.0949792
0.0011392,-0.0949773
0.0011393,-0.0949754
0.0011394,-0.0949734
0.0011395,-0.0949715
0.0011396,-0.0949696
0.0011397,-0.0949677
0.0011398,-0.0949658
0.0011399,-0.0949638
0.00114,-0.0949619
0.0011401,-0.09496
0.0011402,-0.0949581
0.0011403,-0.0949562
0.0011404,-0.0949544
0.0011405,-0.0949525
0.0011406,-0.0949506
0.0011407,-0.0949487
0.0011408,-0.0949468
0.0011409,-0.094945
0.001141,-0.0949431
0.0011411,-0.0949412
0.0011412,-0.0949394
0.0011413,-0.0949375
0.0011414,-0.0949356
0.0011415,-0.0949338
0.0011416,-0.0949319
0.0011417,-0.0949301
0.0011418,-0.0949282
0.0011419,-0.0949264
0.001142,-0.0949246
0.0011421,-0.0949227
0.0011422,-0.0949209
0.0011423,-0.0949191
