t,i
0.0095898,0.0952378
0.0095899,0.0952378
0.00959,0.0952378
0.0095901,0.0952378
0.0095902,0.0952378
0.0095903,0.0952378
0.0095904,0.0952377
0.0095905,0.0952377
0.0095906,0.0952377
0.0095907,0.0952377
0.0095908,0.0952377
0.0095909,0.0952377
0.009591,0.0952377
0.0095911,0.0952376
0.0095912,0.0952376
0.0095913,0.0952376
0.0095914,0.0952376
0.0095915,0.0952376
0.0095916,0.0952376
0.0095917,0.0952376
0.0095918,0.0952375
0.0095919,0.0952375
0.009592,0.0952375
0.0095921,0.0952375
0.0095922,0.0952375
0.0095923,0.0952375
0.0095924,0.0952375
0.0095925,0.0952374
0.0095926,0.0952374
0.0095927,0.0952374
0.0095928,0.0952374
0.0095929,0.0952374
0.009593,0.0952374
0.0095931,0.0952374
0.0095932,0.0952374
0.0095933,0.0952373
0.0095934,0.0952373
0.0095935,0.0952373
0.0095936,0.0952373
0.0095937,0.0952373
0.0095938,0.0952373
0.0095939,0.0952373
0.009594,0.0952372
0.0095941,0.0952372
0.0095942,0.0952372
0.0095943,0.0952372
0.0095944,0.0952372
0.0095945,0.0952372
0.0095946,0.0952372
0.0095947,0.0952371
0.0095948,0.0952371
0.0095949,0.0952371
0.009595,0.0952371
0.0095951,0.0952371
0.0095952,0.0952371
0.0095953,0.0952371
0.0095954,0.0952371
0.0095955,0.095237
0.0095956,0.095237
0.0095957,0.095237
0.0095958,0.095237
0.0095959,0.095237
0.009596,0.095237
0.0095961,0.095237
0.0095962,0.0952369
0.0095963,0.0952369
0.0095964,0.0952369
0.0095965,0.0952369
0.0095966,0.0952369
0.0095967,0.0952369
0.0095968,0.0952369
0.0095969,0.0952369
0.009597,0.0952368
0.0095971,0.0952368
0.0095972,0.0952368
0.0095973,0.0952368
0.0095974,0.0952368
0.0095975,0.0952368
0.0095976,0.0952368
0.0095977,0.0952368
0.0095978,0.0952367
0.0095979,0.0952367
0.009598,0.0952367
0.0095981,0.0952367
0.0095982,0.0952367
0.0095983,0.0952367
0.0095984,0.0952367
0.0095985,0.0952367
0.0095986,0.0952366
0.0095987,0.0952366
0.0095988,0.0952366
0.0095989,0.0952366
0.009599,0.0952366
0.0095991,0.0952366
0.0095992,0.0952366
0.0095993,0.0952366
0.0095994,0.0952365
0.0095995,0.0952365
0.0095996,0.0952365
0.0095997,0.0952365
0.0095998,0.0952365
0.0095999,0.0952365
0.0096,0.0952365
0.0096001,0.0952365
0.0096002,0.0952364
0.0096003,0.0952364
0.0096004,0.0952364
0.0096005,0.0952364
0.0096006,0.0952364
0.0096007,0.0952364
0.0096008,0.0952364
0.0096009,0.0952364
0.009601,0.0952363
0.0096011,0.0952363
0.0096012,0.0952363
0.0096013,0.0952363
0.0096014,0.0952363
0.0096015,0.0952363
0.0096016,0.0952363
0.0096017,0.0952363
0.0096018,0.0952362
0.0096019,0.0952362
0.009602,0.0952362
0.0096021,0.0952362
0.0096022,0.0952362
0.0096023,0.0952362
0.0096024,0.0952362
0.0096025,0.0952362
0.0096026,0.0952362
0.0096027,0.0952361
0.0096028,0.0952361
0.0096029,0.0952361
0.009603,0.0952361
0.0096031,0.0952361
0.0096032,0.0952361
0.0096033,0.0952361
0.0096034,0.0952361
0.0096035,0.095236
0.0096036,0.095236
0.0096037,0.095236
0.0096038,0.095236
0.0096039,0.095236
0.009604,0.095236
0.0096041,0.095236
0.0096042,0.095236
0.0096043,0.095236
0.0096044,0.0952359
0.0096045,0.0952359
0.0096046,0.0952359
0.0096047,0.0952359
0.0096048,0.0952359
0.0096049,0.0952359
0.009605,0.0952359
0.0096051,0.0952359
0.0096052,0.0952359
0.0096053,0.0952358
0.0096054,0.0952358
0.0096055,0.0952358
0.0096056,0.0952358
0.0096057,0.0952358
0.0096058,0.0952358
0.0096059,0.0952358
0.009606,0.0952358
0.0096061,0.0952358
0.0096062,0.0952357
0.0096063,0.0952357
0.0096064,0.0952357
0.0096065,0.0952357
0.0096066,0.0952357
0.0096067,0.0952357
0.0096068,0.0952357
0.0096069,0.0952357
0.009607,0.0952357
0.0096071,0.0952356
0.0096072,0.0952356
0.0096073,0.0952356
0.0096074,0.0952356
0.0096075,0.0952356
0.0096076,0.0952356
0.0096077,0.0952356
0.0096078,0.0952356
0.0096079,0.0952356
0.009608,0.0952356
0.0096081,0.0952355
0.0096082,0.0952355
0.0096083,0.0952355
0.0096084,0.0952355
0.0096085,0.0952355
0.0096086,0.0952355
0.0096087,0.0952355
0.0096088,0.0952355
0.0096089,0.0952355
0.009609,0.0952354
0.0096091,0.0952354
0.0096092,0.0952354
0.0096093,0.0952354
0.0096094,0.0952354
0.0096095,0.0952354
0.0096096,0.0952354
0.0096097,0.0952354
0.0096098,0.0952354
0.0096099,0.0952354
0.00961,0.0952353
0.0096101,0.0952353
0.0096102,0.0952353
0.0096103,0.0952353
0.0096104,0.0952353
0.0096105,0.0952353
0.0096106,0.0952353
0.0096107,0.0952353
0.0096108,0.0952353
0.0096109,0.0952353
0.009611,0.0952352
0.0096111,0.0952352
0.0096112,0.0952352
0.0096113,0.0952352
0.0096114,0.0952352
0.0096115,0.0952352
0.0096116,0.0952352
0.0096117,0.0952352
0.0096118,0.0952352
0.0096119,0.0952352
0.009612,0.0952351
0.0096121,0.0952351
0.0096122,0.0952351
0.0096123,0.0952351
0.0096124,0.0952351
0.0096125,0.0952351
0.0096126,0.0952351
0.0096127,0.0952351
0.0096128,0.0952351
0.0096129,0.0952351
0.009613,0.0952351
0.0096131,0.095235
0.0096132,0.095235
0.0096133,0.095235
0.0096134,0.095235
0.0096135,0.095235
0.0096136,0.095235
0.0096137,0.095235
0.0096138,0.095235
0.0096139,0.095235
0.009614,0.095235
0.0096141,0.095235
0.0096142,0.0952349
0.0096143,0.0952349
0.0096144,0.0952349
0.0096145,0.0952349
0.0096146,0.0952349
0.0096147,0.0952349
0.0096148,0.0952349
0.0096149,0.0952349
0.009615,0.0952349
0.0096151,0.0952349
0.0096152,0.0952349
0.0096153,0.0952348
0.0096154,0.0952348
0.0096155,0.0952348
0.0096156,0.0952348
0.0096157,0.0952348
0.0096158,0.0952348
0.0096159,0.0952348
0.009616,0.0952348
0.0096161,0.0952348
0.0096162,0.0952348
0.0096163,0.0952348
0.0096164,0.0952348
0.0096165,0.0952347
0.0096166,0.0952347
0.0096167,0.0952347
0.0096168,0.0952347
0.0096169,0.0952347
0.009617,0.0952347
0.0096171,0.0952347
0.0096172,0.0952347
0.0096173,0.0952347
0.0096174,0.0952347
0.0096175,0.0952347
0.0096176,0.0952347
0.0096177,0.0952346
0.0096178,0.0952346
0.0096179,0.0952346
0.009618,0.0952346
0.0096181,0.0952346
0.0096182,0.0952346
0.0096183,0.0952346
0.0096184,0.0952346
0.0096185,0.0952346
0.0096186,0.0952346
0.0096187,0.0952346
0.0096188,0.0952346
0.0096189,0.0952345
0.009619,0.0952345
0.0096191,0.0952345
0.0096192,0.0952345
0.0096193,0.0952345
0.0096194,0.0952345
0.0096195,0.0952345
0.0096196,0.0952345
0.0096197,0.0952345
0.0096198,0.0952345
0.0096199,0.0952345
0.00962,0.0952345
0.0096201,0.0952345
0.0096202,0.0952344
0.0096203,0.0952344
0.0096204,0.0952344
0.0096205,0.0952344
0.0096206,0.0952344
0.0096207,0.0952344
0.0096208,0.0952344
0.0096209,0.0952344
0.009621,0.0952344
0.0096211,0.0952344
0.0096212,0.0952344
0.0096213,0.0952344
0.0096214,0.0952344
0.0096215,0.0952343
0.0096216,0.0952343
0.0096217,0.0952343
0.0096218,0.0952343
0.0096219,0.0952343
0.009622,0.0952343
0.0096221,0.0952343
0.0096222,0.0952343
0.0096223,0.0952343
0.0096224,0.0952343
0.0096225,0.0952343
0.0096226,0.0952343
0.0096227,0.0952343
0.0096228,0.0952343
0.0096229,0.0952342
0.009623,0.0952342
0.0096231,0.0952342
0.0096232,0.0952342
0.0096233,0.0952342
0.0096234,0.0952342
0.0096235,0.0952342
0.0096236,0.0952342
0.0096237,0.0952342
0.0096238,0.0952342
0.0096239,0.0952342
0.009624,0.0952342
0.0096241,0.0952342
0.0096242,0.0952342
0.0096243,0.0952342
0.0096244,0.0952341
0.0096245,0.0952341
0.0096246,0.0952341
0.0096247,0.0952341
0.0096248,0.0952341
0.0096249,0.0952341
0.009625,0.0952341
0.0096251,0.0952341
0.0096252,0.0952341
0.0096253,0.0952341
0.0096254,0.0952341
0.0096255,0.0952341
0.0096256,0.0952341
0.0096257,0.0952341
0.0096258,0.0952341
0.0096259,0.0952341
0.009626,0.095234
0.0096261,0.095234
0.0096262,0.095234
0.0096263,0.095234
0.0096264,0.095234
0.0096265,0.095234
0.0096266,0.095234
0.0096267,0.095234
0.0096268,0.095234
0.0096269,0.095234
0.009627,0.095234
0.0096271,0.095234
0.0096272,0.095234
0.0096273,0.095234
0.0096274,0.095234
0.0096275,0.095234
0.0096276,0.0952339
0.0096277,0.0952339
0.0096278,0.0952339
0.0096279,0.0952339
0.009628,0.0952339
0.0096281,0.0952339
0.0096282,0.0952339
0.0096283,0.0952339
0.0096284,0.0952339
0.0096285,0.0952339
0.0096286,0.0952339
0.0096287,0.0952339
0.0096288,0.0952339
0.0096289,0.0952339
0.009629,0.0952339
0.0096291,0.0952339
0.0096292,0.0952339
0.0096293,0.0952339
0.0096294,0.0952338
0.0096295,0.0952338
0.0096296,0.0952338
0.0096297,0.0952338
0.0096298,0.0952338
0.0096299,0.0952338
0.00963,0.0952338
0.0096301,0.0952338
0.0096302,0.0952338
0.0096303,0.0952338
0.0096304,0.0952338
0.0096305,0.0952338
0.0096306,0.0952338
0.0096307,0.0952338
0.0096308,0.0952338
0.0096309,0.0952338
0.009631,0.0952338
0.0096311,0.0952338
0.0096312,0.0952338
0.0096313,0.0952338
0.0096314,0.0952337
0.0096315,0.0952337
0.0096316,0.0952337
0.0096317,0.0952337
0.0096318,0.0952337
0.0096319,0.0952337
0.009632,0.0952337
0.0096321,0.0952337
0.0096322,0.0952337
0.0096323,0.0952337
0.0096324,0.0952337
0.0096325,0.0952337
0.0096326,0.0952337
0.0096327,0.0952337
0.0096328,0.0952337
0.0096329,0.0952337
0.009633,0.0952337
0.0096331,0.0952337
0.0096332,0.0952337
0.0096333,0.0952337
0.0096334,0.0952337
0.0096335,0.0952336
0.0096336,0.0952336
0.0096337,0.0952336
0.0096338,0.0952336
0.0096339,0.0952336
0.009634,0.0952336
0.0096341,0.0952336
0.0096342,0.0952336
0.0096343,0.0952336
0.0096344,0.0952336
0.0096345,0.0952336
0.0096346,0.0952336
0.0096347,0.0952336
0.0096348,0.0952336
0.0096349,0.0952336
0.009635,0.0952336
0.0096351,0.0952336
0.0096352,0.0952336
0.0096353,0.0952336
0.0096354,0.0952336
0.0096355,0.0952336
0.0096356,0.0952336
0.0096357,0.0952336
0.0096358,0.0952336
0.0096359,0.0952336
0.009636,0.0952335
0.0096361,0.0952335
0.0096362,0.0952335
0.0096363,0.0952335
0.0096364,0.0952335
0.0096365,0.0952335
0.0096366,0.0952335
0.0096367,0.0952335
0.0096368,0.0952335
0.0096369,0.0952335
0.009637,0.0952335
0.0096371,0.0952335
0.0096372,0.0952335
0.0096373,0.0952335
0.0096374,0.0952335
0.0096375,0.0952335
0.0096376,0.0952335
0.0096377,0.0952335
0.0096378,0.0952335
0.0096379,0.0952335
0.009638,0.0952335
0.0096381,0.0952335
0.0096382,0.0952335
0.0096383,0.0952335
0.0096384,0.0952335
0.0096385,0.0952335
0.0096386,0.0952335
0.0096387,0.0952335
0.0096388,0.0952335
0.0096389,0.0952334
0.009639,0.0952334
0.0096391,0.0952334
0.0096392,0.0952334
0.0096393,0.0952334
0.0096394,0.0952334
0.0096395,0.0952334
0.0096396,0.0952334
0.0096397,0.0952334
0.0096398,0.0952334
0.0096399,0.0952334
0.00964,0.0952334
0.0096401,0.0952334
0.0096402,0.0952334
0.0096403,0.0952334
0.0096404,0.0952334
0.0096405,0.0952334
0.0096406,0.0952334
0.0096407,0.0952334
0.0096408,0.0952334
0.0096409,0.0952334
0.009641,0.0952334
0.0096411,0.0952334
0.0096412,0.0952334
0.0096413,0.0952334
0.0096414,0.0952334
0.0096415,0.0952334
0.0096416,0.0952334
0.0096417,0.0952334
0.0096418,0.0952334
0.0096419,0.0952334
0.009642,0.0952334
0.0096421,0.0952334
0.0096422,0.0952334
0.0096423,0.0952334
0.0096424,0.0952334
0.0096425,0.0952334
0.0096426,0.0952334
0.0096427,0.0952333
0.0096428,0.0952333
0.0096429,0.0952333
0.009643,0.0952333
0.0096431,0.0952333
0.0096432,0.0952333
0.0096433,0.0952333
0.0096434,0.0952333
0.0096435,0.0952333
0.0096436,0.0952333
0.0096437,0.0952333
0.0096438,0.0952333
0.0096439,0.0952333
0.009644,0.0952333
0.0096441,0.0952333
0.0096442,0.0952333
0.0096443,0.0952333
0.0096444,0.0952333
0.0096445,0.0952333
0.0096446,0.0952333
0.0096447,0.0952333
0.0096448,0.0952333
0.0096449,0.0952333
0.009645,0.0952333
0.0096451,0.0952333
0.0096452,0.0952333
0.0096453,0.0952333
0.0096454,0.0952333
0.0096455,0.0952333
0.0096456,0.0952333
0.0096457,0.0952333
0.0096458,0.0952333
0.0096459,0.0952333
0.009646,0.0952333
0.0096461,0.0952333
0.0096462,0.0952333
0.0096463,0.0952333
0.0096464,0.0952333
0.0096465,0.0952333
0.0096466,0.0952333
0.0096467,0.0952333
0.0096468,0.0952333
0.0096469,0.0952333
0.009647,0.0952333
0.0096471,0.0952333
0.0096472,0.0952333
0.0096473,0.0952333
0.0096474,0.0952333
0.0096475,0.0952333
0.0096476,0.0952333
0.0096477,0.0952333
0.0096478,0.0952333
0.0096479,0.0952333
0.009648,0.0952333
0.0096481,0.0952333
0.0096482,0.0952333
0.0096483,0.0952333
0.0096484,0.0952333
0.0096485,0.0952333
0.0096486,0.0952333
0.0096487,0.0952333
0.0096488,0.0952333
0.0096489,0.0952333
0.009649,0.0952333
0.0096491,0.0952333
0.0096492,0.0952333
0.0096493,0.0952332
0.0096494,0.0952332
0.0096495,0.0952332
0.0096496,0.0952332
0.0096497,0.0952332
0.0096498,0.0952332
0.0096499,0.0952332
0.00965,0.0952332
0.0096501,0.0952332
0.0096502,0.0952332
0.0096503,0.0952332
0.0096504,0.0952332
0.0096505,0.0952332
0.0096506,0.0952332
0.0096507,0.0952332
0.0096508,0.0952332
0.0096509,0.0952332
0.009651,0.0952332
0.0096511,0.0952332
0.0096512,0.0952332
0.0096513,0.0952332
0.0096514,0.0952332
0.0096515,0.0952332
0.0096516,0.0952332
0.0096517,0.0952332
0.0096518,0.0952332
0.0096519,0.0952332
0.009652,0.0952332
0.0096521,0.0952332
0.0096522,0.0952332
0.0096523,0.0952332
0.0096524,0.0952332
0.0096525,0.0952332
0.0096526,0.0952332
0.0096527,0.0952332
0.0096528,0.0952332
0.0096529,0.0952332
0.009653,0.0952332
0.0096531,0.0952332
0.0096532,0.0952332
0.0096533,0.0952332
0.0096534,0.0952332
0.0096535,0.0952332
0.0096536,0.0952332
0.0096537,0.0952332
0.0096538,0.0952332
0.0096539,0.0952332
0.009654,0.0952332
0.0096541,0.0952332
0.0096542,0.0952332
0.0096543,0.0952332
0.0096544,0.0952332
0.0096545,0.0952332
0.0096546,0.0952332
0.0096547,0.0952332
0.0096548,0.0952332
0.0096549,0.0952332
0.009655,0.0952332
0.0096551,0.0952332
0.0096552,0.0952332
0.0096553,0.0952332
0.0096554,0.0952332
0.0096555,0.0952332
0.0096556,0.0952332
0.0096557,0.0952332
0.0096558,0.0952332
0.0096559,0.0952332
0.009656,0.0952332
0.0096561,0.0952332
0.0096562,0.0952332
0.0096563,0.0952332
0.0096564,0.0952332
0.0096565,0.0952332
0.0096566,0.0952332
0.0096567,0.0952332
0.0096568,0.0952333
0.0096569,0.0952333
0.009657,0.0952333
0.0096571,0.0952333
0.0096572,0.0952333
0.0096573,0.0952333
0.0096574,0.0952333
0.0096575,0.0952333
0.0096576,0.0952333
0.0096577,0.0952333
0.0096578,0.0952333
0.0096579,0.0952333
0.009658,0.0952333
0.0096581,0.0952333
0.0096582,0.0952333
0.0096583,0.0952333
0.0096584,0.0952333
0.0096585,0.0952333
0.0096586,0.0952333
0.0096587,0.0952333
0.0096588,0.0952333
0.0096589,0.0952333
0.009659,0.0952333
0.0096591,0.0952333
0.0096592,0.0952333
0.0096593,0.0952333
0.0096594,0.0952333
0.0096595,0.0952333
0.0096596,0.0952333
0.0096597,0.0952333
0.0096598,0.0952333
0.0096599,0.0952333
0.00966,0.0952333
0.0096601,0.0952333
0.0096602,0.0952333
0.0096603,0.0952333
0.0096604,0.0952333
0.0096605,0.0952333
0.0096606,0.0952333
0.0096607,0.0952333
0.0096608,0.0952333
0.0096609,0.0952333
0.009661,0.0952333
0.0096611,0.0952333
0.0096612,0.0952333
0.0096613,0.0952333
0.0096614,0.0952333
0.0096615,0.0952333
0.0096616,0.0952333
0.0096617,0.0952333
0.0096618,0.0952333
0.0096619,0.0952333
0.009662,0.0952333
0.0096621,0.0952333
0.0096622,0.0952333
0.0096623,0.0952333
0.0096624,0.0952333
0.0096625,0.0952333
0.0096626,0.0952333
0.0096627,0.0952333
0.0096628,0.0952333
0.0096629,0.0952333
0.009663,0.0952333
0.0096631,0.0952333
0.0096632,0.0952333
0.0096633,0.0952333
0.0096634,0.0952333
0.0096635,0.0952333
0.0096636,0.0952333
0.0096637,0.0952333
0.0096638,0.0952333
0.0096639,0.0952334
0.009664,0.0952334
0.0096641,0.0952334
0.0096642,0.0952334
0.0096643,0.0952334
0.0096644,0.0952334
0.0096645,0.0952334
0.0096646,0.0952334
0.0096647,0.0952334
0.0096648,0.0952334
0.0096649,0.0952334
0.009665,0.0952334
0.0096651,0.0952334
0.0096652,0.0952334
0.0096653,0.0952334
0.0096654,0.0952334
0.0096655,0.0952334
0.0096656,0.0952334
0.0096657,0.0952334
0.0096658,0.0952334
0.0096659,0.0952334
0.009666,0.0952334
0.0096661,0.0952334
0.0096662,0.0952334
0.0096663,0.0952334
0.0096664,0.0952334
0.0096665,0.0952334
0.0096666,0.0952334
0.0096667,0.0952334
0.0096668,0.0952334
0.0096669,0.0952334
0.009667,0.0952334
0.0096671,0.0952334
0.0096672,0.0952334
0.0096673,0.0952334
0.0096674,0.0952334
0.0096675,0.0952334
0.0096676,0.0952334
0.0096677,0.0952334
0.0096678,0.0952334
0.0096679,0.0952334
0.009668,0.0952335
0.0096681,0.0952335
0.0096682,0.0952335
0.0096683,0.0952335
0.0096684,0.0952335
0.0096685,0.0952335
0.0096686,0.0952335
0.0096687,0.0952335
0.0096688,0.0952335
0.0096689,0.0952335
0.009669,0.0952335
0.0096691,0.0952335
0.0096692,0.0952335
0.0096693,0.0952335
0.0096694,0.0952335
0.0096695,0.0952335
0.0096696,0.0952335
0.0096697,0.0952335
0.0096698,0.0952335
0.0096699,0.0952335
0.00967,0.0952335
0.0096701,0.0952335
0.0096702,0.0952335
0.0096703,0.0952335
0.0096704,0.0952335
0.0096705,0.0952335
0.0096706,0.0952335
0.0096707,0.0952335
0.0096708,0.0952335
0.0096709,0.0952335
0.009671,0.0952335
0.0096711,0.0952335
0.0096712,0.0952335
0.0096713,0.0952336
0.0096714,0.0952336
0.0096715,0.0952336
0.0096716,0.0952336
0.0096717,0.0952336
0.0096718,0.0952336
0.0096719,0.0952336
0.009672,0.0952336
0.0096721,0.0952336
0.0096722,0.0952336
0.0096723,0.0952336
0.0096724,0.0952336
0.0096725,0.0952336
0.0096726,0.0952336
0.0096727,0.0952336
0.0096728,0.0952336
0.0096729,0.0952336
0.009673,0.0952336
0.0096731,0.0952336
0.0096732,0.0952336
0.0096733,0.0952336
0.0096734,0.0952336
0.0096735,0.0952336
0.0096736,0.0952336
0.0096737,0.0952336
0.0096738,0.0952336
0.0096739,0.0952336
0.009674,0.0952336
0.0096741,0.0952336
0.0096742,0.0952337
0.0096743,0.0952337
0.0096744,0.0952337
0.0096745,0.0952337
0.0096746,0.0952337
0.0096747,0.0952337
0.0096748,0.0952337
0.0096749,0.0952337
0.009675,0.0952337
0.0096751,0.0952337
0.0096752,0.0952337
0.0096753,0.0952337
0.0096754,0.0952337
0.0096755,0.0952337
0.0096756,0.0952337
0.0096757,0.0952337
0.0096758,0.0952337
0.0096759,0.0952337
0.009676,0.0952337
0.0096761,0.0952337
0.0096762,0.0952337
0.0096763,0.0952337
0.0096764,0.0952337
0.0096765,0.0952337
0.0096766,0.0952337
0.0096767,0.0952337
0.0096768,0.0952338
0.0096769,0.0952338
0.009677,0.0952338
0.0096771,0.0952338
0.0096772,0.0952338
0.0096773,0.0952338
0.0096774,0.0952338
0.0096775,0.0952338
0.0096776,0.0952338
0.0096777,0.0952338
0.0096778,0.0952338
0.0096779,0.0952338
0.009678,0.0952338
0.0096781,0.0952338
0.0096782,0.0952338
0.0096783,0.0952338
0.0096784,0.0952338
0.0096785,0.0952338
0.0096786,0.0952338
0.0096787,0.0952338
0.0096788,0.0952338
0.0096789,0.0952338
0.009679,0.0952338
0.0096791,0.0952339
0.0096792,0.0952339
0.0096793,0.0952339
0.0096794,0.0952339
0.0096795,0.0952339
0.0096796,0.0952339
0.0096797,0.0952339
0.0096798,0.0952339
0.0096799,0.0952339
0.00968,0.0952339
0.0096801,0.0952339
0.0096802,0.0952339
0.0096803,0.0952339
0.0096804,0.0952339
0.0096805,0.0952339
0.0096806,0.0952339
0.0096807,0.0952339
0.0096808,0.0952339
0.0096809,0.0952339
0.009681,0.0952339
0.0096811,0.0952339
0.0096812,0.0952339
0.0096813,0.0952339
0.0096814,0.095234
0.0096815,0.095234
0.0096816,0.095234
0.0096817,0.095234
0.0096818,0.095234
0.0096819,0.095234
0.009682,0.095234
0.0096821,0.095234
0.0096822,0.095234
0.0096823,0.095234
0.0096824,0.095234
0.0096825,0.095234
0.0096826,0.095234
0.0096827,0.095234
0.0096828,0.095234
0.0096829,0.095234
0.009683,0.095234
0.0096831,0.095234
0.0096832,0.095234
0.0096833,0.095234
0.0096834,0.095234
0.0096835,0.0952341
0.0096836,0.0952341
0.0096837,0.0952341
0.0096838,0.0952341
0.0096839,0.0952341
0.009684,0.0952341
0.0096841,0.0952341
0.0096842,0.0952341
0.0096843,0.0952341
0.0096844,0.0952341
0.0096845,0.0952341
0.0096846,0.0952341
0.0096847,0.0952341
0.0096848,0.0952341
0.0096849,0.0952341
0.009685,0.0952341
0.0096851,0.0952341
0.0096852,0.0952341
0.0096853,0.0952341
0.0096854,0.0952341
0.0096855,0.0952342
0.0096856,0.0952342
0.0096857,0.0952342
0.0096858,0.0952342
0.0096859,0.0952342
0.009686,0.0952342
0.0096861,0.0952342
0.0096862,0.0952342
0.0096863,0.0952342
0.0096864,0.0952342
0.0096865,0.0952342
0.0096866,0.0952342
0.0096867,0.0952342
0.0096868,0.0952342
0.0096869,0.0952342
0.009687,0.0952342
0.0096871,0.0952342
0.0096872,0.0952342
0.0096873,0.0952342
0.0096874,0.0952343
0.0096875,0.0952343
0.0096876,0.0952343
0.0096877,0.0952343
0.0096878,0.0952343
0.0096879,0.0952343
0.009688,0.0952343
0.0096881,0.0952343
0.0096882,0.0952343
0.0096883,0.0952343
0.0096884,0.0952343
0.0096885,0.0952343
0.0096886,0.0952343
0.0096887,0.0952343
0.0096888,0.0952343
0.0096889,0.0952343
0.009689,0.0952343
0.0096891,0.0952343
0.0096892,0.0952343
0.0096893,0.0952344
0.0096894,0.0952344
0.0096895,0.0952344
0.0096896,0.0952344
0.0096897,0.0952344
0.0096898,0.0952344
0.0096899,0.0952344
0.00969,0.0952344
0.0096901,0.0952344
0.0096902,0.0952344
0.0096903,0.0952344
0.0096904,0.0952344
0.0096905,0.0952344
0.0096906,0.0952344
0.0096907,0.0952344
0.0096908,0.0952344
0.0096909,0.0952344
0.009691,0.0952344
0.0096911,0.0952345
0.0096912,0.0952345
0.0096913,0.0952345
0.0096914,0.0952345
0.0096915,0.0952345
0.0096916,0.0952345
0.0096917,0.0952345
0.0096918,0.0952345
0.0096919,0.0952345
0.009692,0.0952345
0.0096921,0.0952345
0.0096922,0.0952345
0.0096923,0.0952345
0.0096924,0.0952345
0.0096925,0.0952345
0.0096926,0.0952345
0.0096927,0.0952345
0.0096928,0.0952346
0.0096929,0.0952346
0.009693,0.0952346
0.0096931,0.0952346
0.0096932,0.0952346
0.0096933,0.0952346
0.0096934,0.0952346
0.0096935,0.0952346
0.0096936,0.0952346
0.0096937,0.0952346
0.0096938,0.0952346
0.0096939,0.0952346
0.009694,0.0952346
0.0096941,0.0952346
0.0096942,0.0952346
0.0096943,0.0952346
0.0096944,0.0952346
0.0096945,0.0952347
0.0096946,0.0952347
0.0096947,0.0952347
0.0096948,0.0952347
0.0096949,0.0952347
0.009695,0.0952347
0.0096951,0.0952347
0.0096952,0.0952347
0.0096953,0.0952347
0.0096954,0.0952347
0.0096955,0.0952347
0.0096956,0.0952347
0.0096957,0.0952347
0.0096958,0.0952347
0.0096959,0.0952347
0.009696,0.0952347
0.0096961,0.0952347
0.0096962,0.0952348
0.0096963,0.0952348
0.0096964,0.0952348
0.0096965,0.0952348
0.0096966,0.0952348
0.0096967,0.0952348
0.0096968,0.0952348
0.0096969,0.0952348
0.009697,0.0952348
0.0096971,0.0952348
0.0096972,0.0952348
0.0096973,0.0952348
0.0096974,0.0952348
0.0096975,0.0952348
0.0096976,0.0952348
0.0096977,0.0952348
0.0096978,0.0952349
0.0096979,0.0952349
0.009698,0.0952349
0.0096981,0.0952349
0.0096982,0.0952349
0.0096983,0.0952349
0.0096984,0.0952349
0.0096985,0.0952349
0.0096986,0.0952349
0.0096987,0.0952349
0.0096988,0.0952349
0.0096989,0.0952349
0.009699,0.0952349
0.0096991,0.0952349
0.0096992,0.0952349
0.0096993,0.0952349
0.0096994,0.0952349
0.0096995,0.095235
0.0096996,0.095235
0.0096997,0.095235
0.0096998,0.095235
0.0096999,0.095235
0.0097,0.095235
0.0097001,0.095235
0.0097002,0.095235
0.0097003,0.095235
0.0097004,0.095235
0.0097005,0.095235
0.0097006,0.095235
0.0097007,0.095235
0.0097008,0.095235
0.0097009,0.095235
0.009701,0.095235
0.0097011,0.0952351
0.0097012,0.0952351
0.0097013,0.0952351
0.0097014,0.0952351
0.0097015,0.0952351
0.0097016,0.0952351
0.0097017,0.0952351
0.0097018,0.0952351
0.0097019,0.0952351
0.009702,0.0952351
0.0097021,0.0952351
0.0097022,0.0952351
0.0097023,0.0952351
0.0097024,0.0952351
0.0097025,0.0952351
0.0097026,0.0952352
0.0097027,0.0952352
0.0097028,0.0952352
0.0097029,0.0952352
0.009703,0.0952352
0.0097031,0.0952352
0.0097032,0.0952352
0.0097033,0.0952352
0.0097034,0.0952352
0.0097035,0.0952352
0.0097036,0.0952352
0.0097037,0.0952352
0.0097038,0.0952352
0.0097039,0.0952352
0.009704,0.0952352
0.0097041,0.0952352
0.0097042,0.0952353
0.0097043,0.0952353
0.0097044,0.0952353
0.0097045,0.0952353
0.0097046,0.0952353
0.0097047,0.0952353
0.0097048,0.0952353
0.0097049,0.0952353
0.009705,0.0952353
0.0097051,0.0952353
0.0097052,0.0952353
0.0097053,0.0952353
0.0097054,0.0952353
0.0097055,0.0952353
0.0097056,0.0952353
0.0097057,0.0952354
0.0097058,0.0952354
0.0097059,0.0952354
0.009706,0.0952354
0.0097061,0.0952354
0.0097062,0.0952354
0.0097063,0.0952354
0.0097064,0.0952354
0.0097065,0.0952354
0.0097066,0.0952354
0.0097067,0.0952354
0.0097068,0.0952354
0.0097069,0.0952354
0.009707,0.0952354
0.0097071,0.0952354
0.0097072,0.0952354
0.0097073,0.0952355
0.0097074,0.0952355
0.0097075,0.0952355
0.0097076,0.0952355
0.0097077,0.0952355
0.0097078,0.0952355
0.0097079,0.0952355
